fish,genotype,day,light,CLOCK,zeit,activity
FISH1,het,0,True,9.819,9.819,4.5
FISH1,het,0,True,9.986,9.986,6.88338275268e-15
FISH1,het,0,True,10.153,10.153,6.88338275268e-15
FISH1,het,0,True,10.319,10.319,6.88338275268e-15
FISH1,het,0,True,10.486,10.486,6.88338275268e-15
FISH1,het,0,True,10.653,10.653,6.88338275268e-15
FISH1,het,0,True,10.819,10.819,6.88338275268e-15
FISH1,het,0,True,10.986,10.986,6.88338275268e-15
FISH1,het,0,True,11.153,11.153,6.88338275268e-15
FISH1,het,0,True,11.319,11.319,1.3
FISH1,het,0,True,11.486,11.486,6.82787160144e-15
FISH1,het,0,True,11.653,11.653,6.82787160144e-15
FISH1,het,0,True,11.819,11.819,1.2
FISH1,het,0,True,11.986,11.986,88.8
FISH1,het,0,True,12.153,12.153,1.50990331349e-14
FISH1,het,0,True,12.319,12.319,1.50990331349e-14
FISH1,het,0,True,12.486,12.486,1.50990331349e-14
FISH1,het,0,True,12.653,12.653,1.50990331349e-14
FISH1,het,0,True,12.819,12.819,1.50990331349e-14
FISH1,het,0,True,12.986,12.986,0.1
FISH1,het,0,True,13.153,13.153,1.50990331349e-14
FISH1,het,0,True,13.319,13.319,1.50990331349e-14
FISH1,het,0,True,13.486,13.486,0.3
FISH1,het,0,True,13.653,13.653,1.50990331349e-14
FISH1,het,0,True,13.819,13.819,1.50990331349e-14
FISH1,het,0,True,13.986,13.986,3.3
FISH1,het,0,False,14.153,14.153,9.4
FISH1,het,0,False,14.319,14.319,1.65423230669e-14
FISH1,het,0,False,14.486,14.486,6.4
FISH1,het,0,False,14.653,14.653,5.3
FISH1,het,0,False,14.819,14.819,4.8
FISH1,het,0,False,14.986,14.986,0.1
FISH1,het,0,False,15.153,15.153,0.8
FISH1,het,0,False,15.319,15.319,0.3
FISH1,het,0,False,15.486,15.486,1.60427227058e-14
FISH1,het,0,False,15.653,15.653,1.60427227058e-14
FISH1,het,0,False,15.819,15.819,0.3
FISH1,het,0,False,15.986,15.986,1.60149671302e-14
FISH1,het,0,False,16.153,16.153,1.60149671302e-14
FISH1,het,0,False,16.319,16.319,1.60149671302e-14
FISH1,het,0,False,16.486,16.486,0.3
FISH1,het,0,False,16.653,16.653,0.1
FISH1,het,0,False,16.819,16.819,0.3
FISH1,het,0,False,16.986,16.986,1.1
FISH1,het,0,False,17.153,17.153,1.58761892521e-14
FISH1,het,0,False,17.319,17.319,1.58761892521e-14
FISH1,het,0,False,17.486,17.486,1.58761892521e-14
FISH1,het,0,False,17.653,17.653,1.58761892521e-14
FISH1,het,0,False,17.819,17.819,1.58761892521e-14
FISH1,het,0,False,17.986,17.986,1.58761892521e-14
FISH1,het,0,False,18.153,18.153,0.8
FISH1,het,0,False,18.319,18.319,1.59039448278e-14
FISH1,het,0,False,18.486,18.486,1.59039448278e-14
FISH1,het,0,False,18.653,18.653,1.59039448278e-14
FISH1,het,0,False,18.819,18.819,1.59039448278e-14
FISH1,het,0,False,18.986,18.986,6.6
FISH1,het,0,False,19.153,19.153,0.6
FISH1,het,0,False,19.319,19.319,0.1
FISH1,het,0,False,19.486,19.486,1.55153667691e-14
FISH1,het,0,False,19.653,19.653,1.55153667691e-14
FISH1,het,0,False,19.819,19.819,1.55153667691e-14
FISH1,het,0,False,19.986,19.986,1.55153667691e-14
FISH1,het,0,False,20.153,20.153,8.2
FISH1,het,0,False,20.319,20.319,13.6
FISH1,het,0,False,20.486,20.486,12.9
FISH1,het,0,False,20.653,20.653,4.4
FISH1,het,0,False,20.819,20.819,9.9
FISH1,het,0,False,20.986,20.986,22.1
FISH1,het,0,False,21.153,21.153,25.9
FISH1,het,0,False,21.319,21.319,27.9
FISH1,het,0,False,21.486,21.486,17.0
FISH1,het,0,False,21.653,21.653,6.9
FISH1,het,0,False,21.819,21.819,8.7
FISH1,het,0,False,21.986,21.986,4.0
FISH1,het,0,False,22.153,22.153,6.8
FISH1,het,0,False,22.319,22.319,8.9
FISH1,het,0,False,22.486,22.486,14.0
FISH1,het,0,False,22.653,22.653,7.3
FISH1,het,0,False,22.819,22.819,0.1
FISH1,het,0,False,22.986,22.986,11.0
FISH1,het,0,False,23.153,23.153,5.0
FISH1,het,0,False,23.319,23.319,8.3
FISH1,het,0,False,23.486,23.486,10.0
FISH1,het,0,False,23.653,23.653,6.2
FISH1,het,0,False,23.819,23.819,4.1
FISH1,het,0,False,23.986,23.986,4.6
FISH1,het,1,True,0.152,24.152,41.0
FISH1,het,1,True,0.319,24.319,91.1
FISH1,het,1,True,0.486,24.486,84.7
FISH1,het,1,True,0.652,24.652,69.3
FISH1,het,1,True,0.819,24.819,-2.77555756156e-14
FISH1,het,1,True,0.986,24.986,-2.77555756156e-14
FISH1,het,1,True,1.152,25.152,-2.77555756156e-14
FISH1,het,1,True,1.319,25.319,42.3
FISH1,het,1,True,1.486,25.486,43.0
FISH1,het,1,True,1.652,25.652,65.6
FISH1,het,1,True,1.819,25.819,44.4
FISH1,het,1,True,1.986,25.986,7.4
FISH1,het,1,True,2.152,26.152,0.2
FISH1,het,1,True,2.319,26.319,3.0
FISH1,het,1,True,2.486,26.486,11.6
FISH1,het,1,True,2.652,26.652,26.9
FISH1,het,1,True,2.819,26.819,32.5
FISH1,het,1,True,2.986,26.986,12.4
FISH1,het,1,True,3.152,27.152,13.7
FISH1,het,1,True,3.319,27.319,59.6
FISH1,het,1,True,3.486,27.486,49.0
FISH1,het,1,True,3.652,27.652,35.9
FISH1,het,1,True,3.819,27.819,43.3
FISH1,het,1,True,3.986,27.986,39.2
FISH1,het,1,True,4.152,28.152,46.8
FISH1,het,1,True,4.319,28.319,31.9
FISH1,het,1,True,4.486,28.486,33.9
FISH1,het,1,True,4.652,28.652,27.7
FISH1,het,1,True,4.819,28.819,22.7
FISH1,het,1,True,4.986,28.986,27.1
FISH1,het,1,True,5.152,29.152,30.4
FISH1,het,1,True,5.319,29.319,38.8
FISH1,het,1,True,5.486,29.486,32.1
FISH1,het,1,True,5.652,29.652,26.4
FISH1,het,1,True,5.819,29.819,27.4
FISH1,het,1,True,5.986,29.986,41.9
FISH1,het,1,True,6.152,30.152,27.2
FISH1,het,1,True,6.319,30.319,31.3
FISH1,het,1,True,6.486,30.486,54.2
FISH1,het,1,True,6.652,30.652,47.4
FISH1,het,1,True,6.819,30.819,30.0
FISH1,het,1,True,6.986,30.986,24.4
FISH1,het,1,True,7.211,31.211,53.4
FISH1,het,1,True,7.378,31.378,59.3
FISH1,het,1,True,7.544,31.544,24.9
FISH1,het,1,True,7.711,31.711,42.6
FISH1,het,1,True,7.878,31.878,55.0
FISH1,het,1,True,8.044,32.044,91.3
FISH1,het,1,True,8.211,32.211,57.0
FISH1,het,1,True,8.378,32.378,45.8
FISH1,het,1,True,8.544,32.544,47.2
FISH1,het,1,True,8.711,32.711,47.4
FISH1,het,1,True,8.878,32.878,31.0
FISH1,het,1,True,9.044,33.044,28.9
FISH1,het,1,True,9.211,33.211,38.9
FISH1,het,1,True,9.378,33.378,54.0
FISH1,het,1,True,9.544,33.544,57.0
FISH1,het,1,True,9.711,33.711,53.0
FISH1,het,1,True,9.878,33.878,54.8
FISH1,het,1,True,10.044,34.044,59.1
FISH1,het,1,True,10.211,34.211,57.7
FISH1,het,1,True,10.378,34.378,30.6
FISH1,het,1,True,10.544,34.544,51.9
FISH1,het,1,True,10.711,34.711,43.6
FISH1,het,1,True,10.878,34.878,30.8
FISH1,het,1,True,11.044,35.044,30.7
FISH1,het,1,True,11.211,35.211,39.2
FISH1,het,1,True,11.378,35.378,59.3
FISH1,het,1,True,11.544,35.544,58.8
FISH1,het,1,True,11.711,35.711,55.3
FISH1,het,1,True,11.878,35.878,57.6
FISH1,het,1,True,12.044,36.044,46.2
FISH1,het,1,True,12.211,36.211,45.4
FISH1,het,1,True,12.378,36.378,31.8
FISH1,het,1,True,12.544,36.544,44.5
FISH1,het,1,True,12.711,36.711,45.8
FISH1,het,1,True,12.878,36.878,40.4
FISH1,het,1,True,13.044,37.044,33.1
FISH1,het,1,True,13.211,37.211,44.1
FISH1,het,1,True,13.378,37.378,48.1
FISH1,het,1,True,13.544,37.544,40.1
FISH1,het,1,True,13.711,37.711,46.9
FISH1,het,1,True,13.878,37.878,63.2
FISH1,het,1,False,14.044,38.044,80.1
FISH1,het,1,False,14.211,38.211,34.6
FISH1,het,1,False,14.378,38.378,9.7
FISH1,het,1,False,14.544,38.544,12.3
FISH1,het,1,False,14.711,38.711,15.9
FISH1,het,1,False,14.878,38.878,19.5
FISH1,het,1,False,15.044,39.044,12.3
FISH1,het,1,False,15.211,39.211,6.3
FISH1,het,1,False,15.378,39.378,11.3
FISH1,het,1,False,15.544,39.544,8.7
FISH1,het,1,False,15.711,39.711,16.8
FISH1,het,1,False,15.878,39.878,14.7
FISH1,het,1,False,16.044,40.044,11.3
FISH1,het,1,False,16.211,40.211,13.1
FISH1,het,1,False,16.378,40.378,8.1
FISH1,het,1,False,16.544,40.544,8.9
FISH1,het,1,False,16.711,40.711,20.7
FISH1,het,1,False,16.878,40.878,14.5
FISH1,het,1,False,17.044,41.044,11.5
FISH1,het,1,False,17.211,41.211,7.0
FISH1,het,1,False,17.378,41.378,10.9
FISH1,het,1,False,17.544,41.544,2.0
FISH1,het,1,False,17.711,41.711,6.9
FISH1,het,1,False,17.878,41.878,11.0
FISH1,het,1,False,18.044,42.044,12.6
FISH1,het,1,False,18.211,42.211,4.8
FISH1,het,1,False,18.378,42.378,7.7
FISH1,het,1,False,18.544,42.544,11.9
FISH1,het,1,False,18.711,42.711,0.9
FISH1,het,1,False,18.878,42.878,9.7
FISH1,het,1,False,19.044,43.044,10.1
FISH1,het,1,False,19.211,43.211,12.3
FISH1,het,1,False,19.378,43.378,7.3
FISH1,het,1,False,19.544,43.544,12.9
FISH1,het,1,False,19.711,43.711,10.8
FISH1,het,1,False,19.878,43.878,16.5
FISH1,het,1,False,20.044,44.044,10.3
FISH1,het,1,False,20.211,44.211,14.2
FISH1,het,1,False,20.378,44.378,18.2
FISH1,het,1,False,20.544,44.544,15.7
FISH1,het,1,False,20.711,44.711,11.8
FISH1,het,1,False,20.878,44.878,3.2
FISH1,het,1,False,21.044,45.044,4.3
FISH1,het,1,False,21.211,45.211,10.1
FISH1,het,1,False,21.378,45.378,15.3
FISH1,het,1,False,21.544,45.544,11.7
FISH1,het,1,False,21.711,45.711,7.3
FISH1,het,1,False,21.878,45.878,15.6
FISH1,het,1,False,22.044,46.044,1.8
FISH1,het,1,False,22.211,46.211,2.1
FISH1,het,1,False,22.378,46.378,16.8
FISH1,het,1,False,22.544,46.544,17.4
FISH1,het,1,False,22.711,46.711,16.5
FISH1,het,1,False,22.878,46.878,11.6
FISH1,het,1,False,23.044,47.044,13.0
FISH1,het,1,False,23.211,47.211,8.5
FISH1,het,1,False,23.378,47.378,19.5
FISH1,het,1,False,23.544,47.544,13.7
FISH1,het,1,False,23.711,47.711,6.0
FISH1,het,1,False,23.878,47.878,16.9
FISH1,het,2,True,0.044,48.044,24.5
FISH1,het,2,True,0.211,48.211,106.1
FISH1,het,2,True,0.378,48.378,117.4
FISH1,het,2,True,0.544,48.544,112.2
FISH1,het,2,True,0.711,48.711,113.3
FISH1,het,2,True,0.878,48.878,111.9
FISH1,het,2,True,1.044,49.044,57.1
FISH1,het,2,True,1.211,49.211,0.1
FISH1,het,2,True,1.378,49.378,2.22877272194e-14
FISH1,het,2,True,1.544,49.544,37.5
FISH1,het,2,True,1.711,49.711,95.4
FISH1,het,2,True,1.878,49.878,90.9
FISH1,het,2,True,2.044,50.044,52.6
FISH1,het,2,True,2.211,50.211,48.8
FISH1,het,2,True,2.378,50.378,40.1
FISH1,het,2,True,2.544,50.544,43.2
FISH1,het,2,True,2.711,50.711,41.8
FISH1,het,2,True,2.878,50.878,34.9
FISH1,het,2,True,3.044,51.044,53.6
FISH1,het,2,True,3.211,51.211,34.7
FISH1,het,2,True,3.378,51.378,20.5
FISH1,het,2,True,3.544,51.544,38.6
FISH1,het,2,True,3.711,51.711,36.7
FISH1,het,2,True,3.878,51.878,25.4
FISH1,het,2,True,4.044,52.044,35.0
FISH1,het,2,True,4.211,52.211,35.4
FISH1,het,2,True,4.378,52.378,30.5
FISH1,het,2,True,4.544,52.544,32.9
FISH1,het,2,True,4.711,52.711,17.4
FISH1,het,2,True,4.878,52.878,37.3
FISH1,het,2,True,5.044,53.044,27.6
FISH1,het,2,True,5.211,53.211,40.7
FISH1,het,2,True,5.378,53.378,44.8
FISH1,het,2,True,5.544,53.544,66.2
FISH1,het,2,True,5.711,53.711,36.5
FISH1,het,2,True,5.878,53.878,44.4
FISH1,het,2,True,6.044,54.044,33.0
FISH1,het,2,True,6.211,54.211,42.1
FISH1,het,2,True,6.378,54.378,61.0
FISH1,het,2,True,6.544,54.544,38.3
FISH1,het,2,True,6.711,54.711,22.2
FISH1,het,2,True,6.878,54.878,25.5
FISH1,het,2,True,7.044,55.044,23.4
FISH1,het,2,True,7.211,55.211,23.7
FISH1,het,2,True,7.378,55.378,25.8
FISH1,het,2,True,7.544,55.544,52.0
FISH1,het,2,True,7.711,55.711,37.0
FISH1,het,2,True,7.878,55.878,29.5
FISH1,het,2,True,8.044,56.044,31.1
FISH1,het,2,True,8.211,56.211,35.4
FISH1,het,2,True,8.378,56.378,49.2
FISH1,het,2,True,8.544,56.544,49.8
FISH1,het,2,True,8.711,56.711,44.4
FISH1,het,2,True,8.878,56.878,34.5
FISH1,het,2,True,9.044,57.044,60.0
FISH1,het,2,True,9.211,57.211,56.8
FISH1,het,2,True,9.378,57.378,34.7
FISH1,het,2,True,9.544,57.544,31.9
FISH1,het,2,True,9.711,57.711,52.3
FISH1,het,2,True,9.878,57.878,38.3
FISH1,het,2,True,10.044,58.044,23.1
FISH1,het,2,True,10.211,58.211,55.8
FISH1,het,2,True,10.378,58.378,41.7
FISH1,het,2,True,10.544,58.544,19.2
FISH1,het,2,True,10.711,58.711,40.4
FISH1,het,2,True,10.878,58.878,19.2
FISH1,het,2,True,11.044,59.044,40.3
FISH1,het,2,True,11.211,59.211,39.6
FISH1,het,2,True,11.378,59.378,28.7
FISH1,het,2,True,11.544,59.544,37.1
FISH1,het,2,True,11.711,59.711,40.5
FISH1,het,2,True,11.878,59.878,41.2
FISH1,het,2,True,12.044,60.044,76.6
FISH1,het,2,True,12.211,60.211,67.3
FISH1,het,2,True,12.378,60.378,30.6
FISH1,het,2,True,12.544,60.544,24.0
FISH1,het,2,True,12.711,60.711,21.3
FISH1,het,2,True,12.878,60.878,28.9
FISH1,het,2,True,13.044,61.044,31.3
FISH1,het,2,True,13.211,61.211,28.0
FISH1,het,2,True,13.378,61.378,17.4
FISH1,het,2,True,13.544,61.544,23.0
FISH1,het,2,True,13.711,61.711,28.3
FISH1,het,2,True,13.878,61.878,33.5
FISH1,het,2,False,14.044,62.044,54.5
FISH1,het,2,False,14.211,62.211,12.2
FISH1,het,2,False,14.378,62.378,21.4
FISH1,het,2,False,14.544,62.544,25.0
FISH1,het,2,False,14.711,62.711,27.6
FISH1,het,2,False,14.878,62.878,31.7
FISH1,het,2,False,15.044,63.044,22.2
FISH1,het,2,False,15.211,63.211,25.3
FISH1,het,2,False,15.378,63.378,14.6
FISH1,het,2,False,15.544,63.544,21.2
FISH1,het,2,False,15.711,63.711,13.5
FISH1,het,2,False,15.878,63.878,4.8
FISH1,het,2,False,16.044,64.044,22.3
FISH1,het,2,False,16.211,64.211,21.2
FISH1,het,2,False,16.378,64.378,13.0
FISH1,het,2,False,16.544,64.544,18.5
FISH1,het,2,False,16.711,64.711,7.8
FISH1,het,2,False,16.878,64.878,23.8
FISH1,het,2,False,17.044,65.044,13.2
FISH1,het,2,False,17.211,65.211,8.0
FISH1,het,2,False,17.378,65.378,25.5
FISH1,het,2,False,17.544,65.544,18.4
FISH1,het,2,False,17.711,65.711,16.1
FISH1,het,2,False,17.878,65.878,21.5
FISH1,het,2,False,18.044,66.044,11.8
FISH1,het,2,False,18.211,66.211,16.3
FISH1,het,2,False,18.378,66.378,12.2
FISH1,het,2,False,18.544,66.544,10.6
FISH1,het,2,False,18.711,66.711,20.5
FISH1,het,2,False,18.878,66.878,7.8
FISH1,het,2,False,19.044,67.044,13.8
FISH1,het,2,False,19.211,67.211,15.4
FISH1,het,2,False,19.378,67.378,20.7
FISH1,het,2,False,19.544,67.544,21.3
FISH1,het,2,False,19.711,67.711,18.6
FISH1,het,2,False,19.878,67.878,19.9
FISH1,het,2,False,20.044,68.044,14.6
FISH1,het,2,False,20.211,68.211,16.0
FISH1,het,2,False,20.378,68.378,15.4
FISH1,het,2,False,20.544,68.544,20.5
FISH1,het,2,False,20.711,68.711,15.3
FISH1,het,2,False,20.878,68.878,23.2
FISH1,het,2,False,21.044,69.044,19.9
FISH1,het,2,False,21.211,69.211,20.9
FISH1,het,2,False,21.378,69.378,24.8
FISH1,het,2,False,21.544,69.544,21.3
FISH1,het,2,False,21.711,69.711,21.8
FISH1,het,2,False,21.878,69.878,12.6
FISH1,het,2,False,22.044,70.044,23.2
FISH1,het,2,False,22.211,70.211,17.5
FISH1,het,2,False,22.378,70.378,4.8
FISH1,het,2,False,22.544,70.544,29.4
FISH1,het,2,False,22.711,70.711,29.1
FISH1,het,2,False,22.878,70.878,17.4
FISH1,het,2,False,23.044,71.044,26.4
FISH1,het,2,False,23.211,71.211,21.6
FISH1,het,2,False,23.378,71.378,19.0
FISH1,het,2,False,23.544,71.544,5.4
FISH1,het,2,False,23.711,71.711,1.8
FISH1,het,2,False,23.878,71.878,19.0
FISH1,het,3,True,0.044,72.044,38.3
FISH1,het,3,True,0.211,72.211,53.6
FISH1,het,3,True,0.378,72.378,89.7
FISH1,het,3,True,0.544,72.544,78.3
FISH1,het,3,True,0.711,72.711,71.0
FISH1,het,3,True,0.878,72.878,72.1
FISH1,het,3,True,1.044,73.044,65.1
FISH1,het,3,True,1.211,73.211,32.3
FISH1,het,3,True,1.378,73.378,32.0
FISH1,het,3,True,1.544,73.544,47.9
FISH1,het,3,True,1.711,73.711,33.8
FISH1,het,3,True,1.878,73.878,34.1
FISH1,het,3,True,2.044,74.044,36.2
FISH1,het,3,True,2.211,74.211,24.7
FISH1,het,3,True,2.378,74.378,28.3
FISH1,het,3,True,2.544,74.544,21.6
FISH1,het,3,True,2.711,74.711,11.9
FISH1,het,3,True,2.878,74.878,25.0
FISH1,het,3,True,3.044,75.044,46.0
FISH1,het,3,True,3.211,75.211,32.6
FISH1,het,3,True,3.378,75.378,18.2
FISH1,het,3,True,3.544,75.544,39.7
FISH1,het,3,True,3.775,75.775,39.3
FISH1,het,3,True,3.941,75.941,20.6
FISH1,het,3,True,4.108,76.108,12.5
FISH1,het,3,True,4.275,76.275,16.7
FISH1,het,3,True,4.441,76.441,57.9
FISH1,het,3,True,4.608,76.608,21.4
FISH1,het,3,True,4.775,76.775,23.0
FISH1,het,3,True,4.941,76.941,13.7
FISH1,het,3,True,5.108,77.108,22.1
FISH1,het,3,True,5.275,77.275,51.8
FISH1,het,3,True,5.441,77.441,19.4
FISH1,het,3,True,5.608,77.608,20.1
FISH1,het,3,True,5.775,77.775,48.1
FISH1,het,3,True,5.941,77.941,44.7
FISH1,het,3,True,6.108,78.108,30.3
FISH1,het,3,True,6.275,78.275,45.1
FISH1,het,3,True,6.441,78.441,13.1
FISH1,het,3,True,6.608,78.608,35.9
FISH1,het,3,True,6.775,78.775,35.2
FISH1,het,3,True,6.941,78.941,33.7
FISH1,het,3,True,7.108,79.108,43.8
FISH1,het,3,True,7.275,79.275,25.3
FISH1,het,3,True,7.441,79.441,80.3
FISH1,het,3,True,7.608,79.608,53.8
FISH1,het,3,True,7.775,79.775,18.9
FISH1,het,3,True,7.941,79.941,21.2
FISH1,het,3,True,8.108,80.108,33.4
FISH1,het,3,True,8.275,80.275,35.4
FISH1,het,3,True,8.441,80.441,32.5
FISH1,het,3,True,8.608,80.608,68.6
FISH1,het,3,True,8.775,80.775,36.1
FISH1,het,3,True,8.941,80.941,46.3
FISH1,het,3,True,9.108,81.108,37.1
FISH1,het,3,True,9.275,81.275,15.7
FISH1,het,3,True,9.441,81.441,36.8
FISH1,het,3,True,9.608,81.608,19.0
FISH1,het,3,True,9.775,81.775,19.5
FISH1,het,3,True,9.941,81.941,22.1
FISH1,het,3,True,10.108,82.108,26.1
FISH1,het,3,True,10.275,82.275,42.7
FISH1,het,3,True,10.441,82.441,21.3
FISH1,het,3,True,10.608,82.608,8.9
FISH1,het,3,True,10.775,82.775,70.0
FISH1,het,3,True,10.941,82.941,49.2
FISH1,het,3,True,11.108,83.108,23.8
FISH1,het,3,True,11.275,83.275,17.1
FISH1,het,3,True,11.441,83.441,30.7
FISH1,het,3,True,11.608,83.608,30.9
FISH1,het,3,True,11.775,83.775,18.8
FISH1,het,3,True,11.941,83.941,28.3
FISH1,het,3,True,12.108,84.108,21.0
FISH1,het,3,True,12.275,84.275,15.2
FISH1,het,3,True,12.441,84.441,29.5
FISH1,het,3,True,12.608,84.608,12.0
FISH1,het,3,True,12.775,84.775,48.5
FISH1,het,3,True,12.941,84.941,17.2
FISH1,het,3,True,13.108,85.108,13.1
FISH1,het,3,True,13.275,85.275,19.9
FISH1,het,3,True,13.441,85.441,17.9
FISH1,het,3,True,13.608,85.608,25.1
FISH1,het,3,True,13.775,85.775,35.4
FISH1,het,3,True,13.941,85.941,21.4
FISH1,het,3,False,14.108,86.108,48.1
FISH1,het,3,False,14.275,86.275,33.4
FISH1,het,3,False,14.441,86.441,25.0
FISH1,het,3,False,14.608,86.608,27.6
FISH1,het,3,False,14.775,86.775,26.6
FISH1,het,3,False,14.941,86.941,37.2
FISH1,het,3,False,15.108,87.108,34.7
FISH1,het,3,False,15.275,87.275,17.0
FISH1,het,3,False,15.441,87.441,4.8
FISH1,het,3,False,15.608,87.608,24.3
FISH1,het,3,False,15.775,87.775,33.0
FISH1,het,3,False,15.941,87.941,35.7
FISH1,het,3,False,16.108,88.108,15.9
FISH1,het,3,False,16.275,88.275,30.9
FISH1,het,3,False,16.441,88.441,15.4
FISH1,het,3,False,16.608,88.608,25.1
FISH1,het,3,False,16.775,88.775,21.2
FISH1,het,3,False,16.941,88.941,11.3
FISH1,het,3,False,17.108,89.108,30.2
FISH1,het,3,False,17.275,89.275,26.8
FISH1,het,3,False,17.441,89.441,17.6
FISH1,het,3,False,17.608,89.608,27.3
FISH1,het,3,False,17.775,89.775,9.9
FISH1,het,3,False,17.941,89.941,21.5
FISH1,het,3,False,18.108,90.108,33.7
FISH1,het,3,False,18.275,90.275,29.5
FISH1,het,3,False,18.441,90.441,19.6
FISH1,het,3,False,18.608,90.608,16.4
FISH1,het,3,False,18.775,90.775,17.5
FISH1,het,3,False,18.941,90.941,31.6
FISH1,het,3,False,19.108,91.108,24.5
FISH1,het,3,False,19.275,91.275,36.9
FISH1,het,3,False,19.441,91.441,32.7
FISH1,het,3,False,19.608,91.608,25.4
FISH1,het,3,False,19.775,91.775,27.6
FISH1,het,3,False,19.941,91.941,10.7
FISH1,het,3,False,20.108,92.108,19.3
FISH1,het,3,False,20.275,92.275,23.6
FISH1,het,3,False,20.441,92.441,16.7
FISH1,het,3,False,20.608,92.608,10.8
FISH1,het,3,False,20.775,92.775,13.5
FISH1,het,3,False,20.941,92.941,12.3
FISH1,het,3,False,21.108,93.108,21.8
FISH1,het,3,False,21.275,93.275,23.6
FISH1,het,3,False,21.441,93.441,11.5
FISH1,het,3,False,21.608,93.608,15.1
FISH1,het,3,False,21.775,93.775,20.3
FISH1,het,3,False,21.941,93.941,22.8
FISH1,het,3,False,22.108,94.108,18.5
FISH1,het,3,False,22.275,94.275,23.8
FISH1,het,3,False,22.441,94.441,19.9
FISH1,het,3,False,22.608,94.608,22.9
FISH1,het,3,False,22.775,94.775,17.7
FISH1,het,3,False,22.941,94.941,10.8
FISH1,het,3,False,23.108,95.108,17.7
FISH1,het,3,False,23.275,95.275,11.7
FISH1,het,3,False,23.441,95.441,21.6
FISH1,het,3,False,23.608,95.608,32.4
FISH1,het,3,False,23.775,95.775,20.7
FISH1,het,3,False,23.941,95.941,26.1
FISH1,het,4,True,0.108,96.108,52.7
FISH1,het,4,True,0.275,96.275,76.8
FISH1,het,4,True,0.441,96.441,93.1
FISH1,het,4,True,0.608,96.608,86.4
FISH1,het,4,True,0.775,96.775,67.5
FISH1,het,4,True,0.941,96.941,62.4
FISH1,het,4,True,1.108,97.108,58.7
FISH1,het,4,True,1.275,97.275,59.2
FISH1,het,4,True,1.441,97.441,47.5
FISH1,het,4,True,1.608,97.608,41.0
FISH1,het,4,True,1.775,97.775,37.4
FISH1,het,4,True,1.941,97.941,30.7
FISH1,het,4,True,2.108,98.108,61.0
FISH1,het,4,True,2.275,98.275,39.9
FISH1,het,4,True,2.441,98.441,26.5
FISH1,het,4,True,2.608,98.608,41.9
FISH1,het,4,True,2.775,98.775,27.8
FISH1,het,4,True,2.941,98.941,27.3
FISH2,wt,0,True,9.819,9.819,0.4
FISH2,wt,0,True,9.986,9.986,3.5
FISH2,wt,0,True,10.153,10.153,67.9
FISH2,wt,0,True,10.319,10.319,0.2
FISH2,wt,0,True,10.486,10.486,5.49560397189e-15
FISH2,wt,0,True,10.653,10.653,0.7
FISH2,wt,0,True,10.819,10.819,5.55111512313e-15
FISH2,wt,0,True,10.986,10.986,5.55111512313e-15
FISH2,wt,0,True,11.153,11.153,90.0
FISH2,wt,0,True,11.319,11.319,16.1
FISH2,wt,0,True,11.486,11.486,0.1
FISH2,wt,0,True,11.653,11.653,0.2
FISH2,wt,0,True,11.819,11.819,0.1
FISH2,wt,0,True,11.986,11.986,-4.46864767412e-15
FISH2,wt,0,True,12.153,12.153,1.6
FISH2,wt,0,True,12.319,12.319,1.0
FISH2,wt,0,True,12.486,12.486,-4.49640324973e-15
FISH2,wt,0,True,12.653,12.653,0.7
FISH2,wt,0,True,12.819,12.819,0.1
FISH2,wt,0,True,12.986,12.986,-4.60742555219e-15
FISH2,wt,0,True,13.153,13.153,-4.60742555219e-15
FISH2,wt,0,True,13.319,13.319,3.0
FISH2,wt,0,True,13.486,13.486,51.2
FISH2,wt,0,True,13.653,13.653,14.6
FISH2,wt,0,True,13.819,13.819,-1.27675647832e-14
FISH2,wt,0,True,13.986,13.986,1.1
FISH2,wt,0,False,14.153,14.153,21.3
FISH2,wt,0,False,14.319,14.319,0.1
FISH2,wt,0,False,14.486,14.486,0.1
FISH2,wt,0,False,14.653,14.653,-1.46826995007e-14
FISH2,wt,0,False,14.819,14.819,0.1
FISH2,wt,0,False,14.986,14.986,0.4
FISH2,wt,0,False,15.153,15.153,3.3
FISH2,wt,0,False,15.319,15.319,0.1
FISH2,wt,0,False,15.486,15.486,0.5
FISH2,wt,0,False,15.653,15.653,1.2
FISH2,wt,0,False,15.819,15.819,0.6
FISH2,wt,0,False,15.986,15.986,0.6
FISH2,wt,0,False,16.153,16.153,-1.46826995007e-14
FISH2,wt,0,False,16.319,16.319,0.5
FISH2,wt,0,False,16.486,16.486,0.4
FISH2,wt,0,False,16.653,16.653,0.3
FISH2,wt,0,False,16.819,16.819,-1.45716771982e-14
FISH2,wt,0,False,16.986,16.986,1.7
FISH2,wt,0,False,17.153,17.153,1.2
FISH2,wt,0,False,17.319,17.319,0.3
FISH2,wt,0,False,17.486,17.486,-1.45994327738e-14
FISH2,wt,0,False,17.653,17.653,1.2
FISH2,wt,0,False,17.819,17.819,1.6
FISH2,wt,0,False,17.986,17.986,1.8
FISH2,wt,0,False,18.153,18.153,1.0
FISH2,wt,0,False,18.319,18.319,3.2
FISH2,wt,0,False,18.486,18.486,3.7
FISH2,wt,0,False,18.653,18.653,0.9
FISH2,wt,0,False,18.819,18.819,1.2
