target_id,Unnamed: 0,pval,qval,b,se_b,mean,var,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
F45E10.1a,225,2.39128593082905e-05,0.00224706481935638,-7.632939047889611,1.80668845800906,3.1374962478257102,7.027950153378461,1.87811209016541,0.5699802980619599,0.19029750019134198,0.5699802980619599,WBGene00006788,unc-53
F27E11.3b,120,1.6505134627976999e-06,0.000290806717866098,-7.213781064422831,1.50535118412965,1.85931011958302,4.64512949443346,1.1697102869534,0.199894363951904,0.529851353717008,0.529851353717008,WBGene00000478,cfz-2
ZK783.1g,427,0.000286949522981139,0.0142083694716399,-7.09407981456463,1.95601342657083,2.47423816777497,5.52934536550761,2.28112826181495,0.588363131879066,0.32202075289129806,0.588363131879066,WBGene00022816,fbn-1
F29C4.8c,309,7.87029265587477e-05,0.00538516497162331,-6.94526120659439,1.7590439801465902,2.2485350981632797,4.645862000629309,1.93440198682745,-0.8018131064944971,0.386274806240025,0.386274806240025,WBGene00000674,col-99
T01D1.2g.2,419,0.00026173289994693396,0.0132072045431456,-6.9088175140549195,1.8925687782700802,1.57537784622998,5.96870363147325,2.0189151542071797,0.536461812596301,0.667447281154833,0.667447281154833,WBGene00001340,etr-1
T21E8.1b.1,677,0.00117636331114986,0.0367383301146846,-6.24385467157581,1.92441309987918,2.41349625379133,5.122553516498059,2.43939527633866,0.322505211260554,0.33812905790127,0.33812905790127,WBGene00004000,pgp-6
Y52B11A.3b.2,298,6.61619928720598e-05,0.0047933051349908105,-6.201686058439799,1.5544312482404599,1.47757908071596,3.82172212799965,1.08960833022954,0.08577785670646401,0.722584048900265,0.722584048900265,WBGene00013123,Y52B11A.3
T16H12.11.2,443,0.000313580340834426,0.0149662057477704,-6.19337234352491,1.7185600287025902,2.4979452030124905,5.699820136750259,1.8914838685025803,0.323602560688096,0.31595365022198496,0.323602560688096,WBGene00011819,hal-2
T13H5.1h,1062,0.0036434017208791898,0.0723309320042712,-6.1570600702117595,2.11765363245485,2.31510499709202,5.04237729738402,1.7440724719590102,1.6192702083279198,0.36603610587647206,1.6192702083279198,WBGene00011755,T13H5.1
M01A10.2d,643,0.0009620218255969289,0.0316330131548925,-6.0944120283358805,1.8460060219385601,2.35352951857572,5.655552821858819,1.9965592850328502,0.559244389742208,0.354861059583678,0.559244389742208,WBGene00006594,tom-1
K08C7.3c.1,638,0.00094642054357601,0.0313204499239326,-6.07914617614665,1.8388287269880101,3.1081790236641003,5.452977764799429,2.34124299344435,-2.1767715851989298,0.19472532195289605,0.19472532195289605,WBGene00001328,epi-1
F54E2.3i,692,0.00125924647428063,0.0384743471180859,-5.951055192929849,1.84522597826971,4.77919876344746,6.551663526082571,1.6536576465583601,0.899986536602703,0.0598674392830159,0.899986536602703,WBGene00004130,ketn-1
Y106G6H.6d.2,1205,0.00491441305575667,0.0862285769608824,-5.71464206414147,2.0318070637147,3.3026301973854797,5.43387760426801,2.36744435754343,0.728735600577297,0.16723732893647597,0.728735600577297,WBGene00013719,Y106G6H.6
F42G9.6a,1302,0.005928273918947471,0.0962731097013481,-5.5007854172687995,1.99903351154466,4.05465837779529,6.30384876212044,2.89981050497069,-0.48729572200670795,0.0972907302382295,0.0972907302382295,WBGene00018364,dagl-2
