target_id,Unnamed: 0,pval,qval,b,se_b,mean,var,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
C41G6.13,131,4.8654172094746295e-21,7.793145156054709e-19,5.770577184573019,0.6131050802692621,3.2671605004932003,5.41802681874333,0.0561266283333717,0.507720130844595,0.171931912357951,0.507720130844595,WBGene00008059,C41G6.13
Y75B12B.8,132,4.8654172094746295e-21,7.793145156054709e-19,5.770577184573019,0.6131050802692621,3.2671605004932003,5.41802681874333,0.0561266283333717,0.507720130844595,0.171931912357951,0.507720130844595,WBGene00013570,Y75B12B.8
F45E10.1a,1552,4.57886072812089e-06,6.23830647045104e-05,5.8551533697881695,1.27752166014967,3.1374962478257102,7.027950153378461,1.87811209016541,0.5699802980619599,0.19029750019134198,0.5699802980619599,WBGene00006788,unc-53
C34G6.6b,1865,2.31706738808262e-05,0.000262679655690246,5.9177427484550496,1.39835945381497,3.84972307566414,8.320417993957241,1.30423220443975,1.6288815386708102,0.112091949685075,1.6288815386708102,WBGene00016422,noah-1
Y55D9A.1d,4246,0.00492680691675029,0.0245330849366112,6.03108375885854,2.14493384523857,2.4564269498951203,11.3151925035268,1.1823566726177501,5.718755128057129,0.32665917304731,5.718755128057129,WBGene00013223,efa-6
T13B5.5,109,2.28512804809691e-22,4.4325194789828394e-20,6.044821544049539,0.62136847702541,3.16376239506307,7.5216862064705,0.267724477680722,0.311423698680594,0.18641932016830298,0.311423698680594,WBGene00020472,lips-11
Y54G2A.57,212,6.75048286082614e-17,6.732332977662599e-15,6.19596401149588,0.741914421944499,3.5820534220047904,7.52156206235832,0.0615913409672469,0.7640641732666141,0.135564969083494,0.7640641732666141,WBGene00189961,Y54G2A.57
W07B3.2a.1,2431,0.00016693547670476,0.00145187856189582,6.24856122622149,1.6598997127153199,2.51571789507762,8.33392896511304,2.25700190478084,1.87589867962777,0.311483814563229,1.87589867962777,WBGene00001561,gei-4
R02F2.1b.2,643,1.11599876725247e-09,3.66960527776344e-08,6.28850030400931,1.03227763606676,3.3982213412705,7.56359713228315,1.4430032140978999,-0.455957908255802,0.15539246278747,0.15539246278747,WBGene00019831,R02F2.1
Y60C6A.1,223,1.65794482461928e-16,1.5719249967231198e-14,6.32855428291574,0.7676053491653579,3.22204733442115,7.10403658856502,0.13323310224777,0.7505938558531371,0.17810373142843802,0.7505938558531371,WBGene00022013,Y60C6A.1
Y65B4BL.1b,611,5.94278354636647e-10,2.05643653880239e-08,6.380660395332379,1.03047824527002,3.1788752102877598,8.33052322268054,1.1761165434883798,0.41671157747379706,0.18422520075656398,0.41671157747379706,WBGene00022033,Y65B4BL.1
Y60C6A.2,74,3.2110047064392497e-28,9.174361149762859e-26,6.58383771505299,0.597678703127678,2.9446714455501497,7.155690356429441,0.0437791077044267,0.49205064055414793,0.22146568421979104,0.49205064055414793,WBGene00202498,Y60C6A.2
