gene
0T27F2.3 combined
0T27F2.3 fer-15
0T27F2.3 spe-9;fer-15
0T27F2.3 spe-9;emb-27
1C09E8.1 combined
1C09E8.1 fer-15
1C09E8.1 spe-9;fer-15
1C09E8.1 spe-9;emb-27
1Y62H9A.12 combined
1Y62H9A.12 fer-15
1Y62H9A.12 spe-9;fer-15
1Y62H9A.12 spe-9;emb-27
1Y76A2B.4 combined
1Y76A2B.4 fer-15
1Y76A2B.4 spe-9;fer-15
1Y76A2B.4 spe-9;emb-27
2ZK262.7 combined
2ZK262.7 fer-15
2ZK262.7 spe-9;fer-15
2ZK262.7 spe-9;emb-27
3C09E8.3 combined
3C09E8.3 fer-15
3C09E8.3 spe-9;fer-15
3C09E8.3 spe-9;emb-27
3T27A8.2 combined
3T27A8.2 fer-15
3T27A8.2 spe-9;fer-15
3T27A8.2 spe-9;emb-27
3VZC374L.1 combined
3VZC374L.1 fer-15
3VZC374L.1 spe-9;fer-15
3VZC374L.1 spe-9;emb-27
3Y6B3B.11 combined
3Y6B3B.11 fer-15
3Y6B3B.11 spe-9;fer-15
3Y6B3B.11 spe-9;emb-27
3Y71H10A.2 combined
3Y71H10A.2 fer-15
3Y71H10A.2 spe-9;fer-15
3Y71H10A.2 spe-9;emb-27
4C54E10.5 combined
4C54E10.5 fer-15
4C54E10.5 spe-9;fer-15
4C54E10.5 spe-9;emb-27
5C14F5.4 combined
5C14F5.4 fer-15
5C14F5.4 spe-9;fer-15
5C14F5.4 spe-9;emb-27
5C18B12.2 combined
5C18B12.2 fer-15
5C18B12.2 spe-9;fer-15
5C18B12.2 spe-9;emb-27
5T20D3.2 combined
5T20D3.2 fer-15
5T20D3.2 spe-9;fer-15
5T20D3.2 spe-9;emb-27
6T16G1.8 combined
6T16G1.8 fer-15
6T16G1.8 spe-9;fer-15
6T16G1.8 spe-9;emb-27
6T22E7.1 combined
6T22E7.1 fer-15
6T22E7.1 spe-9;fer-15
6T22E7.1 spe-9;emb-27
7C53A3.1 combined
7C53A3.1 fer-15
7C53A3.1 spe-9;fer-15
7C53A3.1 spe-9;emb-27
9Y6E2A.3 combined
9Y6E2A.3 fer-15
9Y6E2A.3 spe-9;fer-15
9Y6E2A.3 spe-9;emb-27
9ZC21.8 combined
9ZC21.8 fer-15
9ZC21.8 spe-9;fer-15
9ZC21.8 spe-9;emb-27
B0250.9 combined
B0250.9 fer-15
B0250.9 spe-9;fer-15
B0250.9 spe-9;emb-27
B0273.4 combined
B0273.4 fer-15
B0273.4 spe-9;fer-15
B0273.4 spe-9;emb-27
B0285.7 combined
B0285.7 fer-15
B0285.7 spe-9;fer-15
B0285.7 spe-9;emb-27
B0491.3 combined
B0491.3 fer-15
B0491.3 spe-9;fer-15
B0491.3 spe-9;emb-27
B0507.8 combined
B0507.8 fer-15
B0507.8 spe-9;fer-15
B0507.8 spe-9;emb-27
C01G12.3 combined
C01G12.3 fer-15
C01G12.3 spe-9;fer-15
C01G12.3 spe-9;emb-27
C02A12.5 combined
C02A12.5 fer-15
C02A12.5 spe-9;fer-15
C02A12.5 spe-9;emb-27
C02F5.2 combined
C02F5.2 fer-15
C02F5.2 spe-9;fer-15
C02F5.2 spe-9;emb-27
C04E12.3 combined
C04E12.3 fer-15
C04E12.3 spe-9;fer-15
C04E12.3 spe-9;emb-27
C04F6.3 combined
C04F6.3 fer-15
C04F6.3 spe-9;fer-15
C04F6.3 spe-9;emb-27
C05G6.3 combined
C05G6.3 fer-15
C05G6.3 spe-9;fer-15
C05G6.3 spe-9;emb-27
C09F9.4 combined
C09F9.4 fer-15
C09F9.4 spe-9;fer-15
C09F9.4 spe-9;emb-27
C12C8.1 combined
C12C8.1 fer-15
C12C8.1 spe-9;fer-15
C12C8.1 spe-9;emb-27
C15A7.2 combined
C15A7.2 fer-15
C15A7.2 spe-9;fer-15
C15A7.2 spe-9;emb-27
C16A3.5 combined
C16A3.5 fer-15
C16A3.5 spe-9;fer-15
C16A3.5 spe-9;emb-27
C16A3.6 combined
C16A3.6 fer-15
C16A3.6 spe-9;fer-15
C16A3.6 spe-9;emb-27
C23H3.8 combined
C23H3.8 fer-15
C23H3.8 spe-9;fer-15
C23H3.8 spe-9;emb-27
C25D7.1 combined
C25D7.1 fer-15
C25D7.1 spe-9;fer-15
C25D7.1 spe-9;emb-27
C25F6.2 combined
C25F6.2 fer-15
C25F6.2 spe-9;fer-15
C25F6.2 spe-9;emb-27
C28H8.12 combined
C28H8.12 fer-15
C28H8.12 spe-9;fer-15
C28H8.12 spe-9;emb-27
C29E6.3 combined
C29E6.3 fer-15
C29E6.3 spe-9;fer-15
C29E6.3 spe-9;emb-27
C29F7.1 combined
C29F7.1 fer-15
C29F7.1 spe-9;fer-15
C29F7.1 spe-9;emb-27
C31B8.4 combined
C31B8.4 fer-15
C31B8.4 spe-9;fer-15
C31B8.4 spe-9;emb-27
C32D5.1 combined
C32D5.1 fer-15
C32D5.1 spe-9;fer-15
C32D5.1 spe-9;emb-27
C32E8.4 combined
C32E8.4 fer-15
C32E8.4 spe-9;fer-15
C32E8.4 spe-9;emb-27
C33D12.5 combined
C33D12.5 fer-15
C33D12.5 spe-9;fer-15
C33D12.5 spe-9;emb-27
C33D9.6 combined
C33D9.6 fer-15
C33D9.6 spe-9;fer-15
C33D9.6 spe-9;emb-27
C34C6.7 combined
C34C6.7 fer-15
C34C6.7 spe-9;fer-15
C34C6.7 spe-9;emb-27
C36C5.6 combined
C36C5.6 fer-15
C36C5.6 spe-9;fer-15
C36C5.6 spe-9;emb-27
C38C10.3 combined
C38C10.3 fer-15
C38C10.3 spe-9;fer-15
C38C10.3 spe-9;emb-27
C38C3.6 combined
C38C3.6 fer-15
C38C3.6 spe-9;fer-15
C38C3.6 spe-9;emb-27
C39H7.6 combined
C39H7.6 fer-15
C39H7.6 spe-9;fer-15
C39H7.6 spe-9;emb-27
C42C1.4 combined
C42C1.4 fer-15
C42C1.4 spe-9;fer-15
C42C1.4 spe-9;emb-27
C43F9.4 combined
C43F9.4 fer-15
C43F9.4 spe-9;fer-15
C43F9.4 spe-9;emb-27
C43H6.4 combined
C43H6.4 fer-15
C43H6.4 spe-9;fer-15
C43H6.4 spe-9;emb-27
C44H4.3 combined
C44H4.3 fer-15
C44H4.3 spe-9;fer-15
C44H4.3 spe-9;emb-27
C47A4.3 combined
C47A4.3 fer-15
C47A4.3 spe-9;fer-15
C47A4.3 spe-9;emb-27
C47D12.5 combined
C47D12.5 fer-15
C47D12.5 spe-9;fer-15
C47D12.5 spe-9;emb-27
C48E7.7 combined
C48E7.7 fer-15
C48E7.7 spe-9;fer-15
C48E7.7 spe-9;emb-27
C50F2.5 combined
C50F2.5 fer-15
C50F2.5 spe-9;fer-15
C50F2.5 spe-9;emb-27
C52D10.13 combined
C52D10.13 fer-15
C52D10.13 spe-9;fer-15
C52D10.13 spe-9;emb-27
C53B7.3 combined
C53B7.3 fer-15
C53B7.3 spe-9;fer-15
C53B7.3 spe-9;emb-27
C55B7.4 combined
C55B7.4 fer-15
C55B7.4 spe-9;fer-15
C55B7.4 spe-9;emb-27
C55C3.4 combined
C55C3.4 fer-15
C55C3.4 spe-9;fer-15
C55C3.4 spe-9;emb-27
"COL-2, #2 combined"
"COL-2, #2 fer-15"
"COL-2, #2 spe-9;fer-15"
"COL-2, #2 spe-9;emb-27"
E03H12.10 combined
E03H12.10 fer-15
E03H12.10 spe-9;fer-15
E03H12.10 spe-9;emb-27
F02E9.3 combined
F02E9.3 fer-15
F02E9.3 spe-9;fer-15
F02E9.3 spe-9;emb-27
F10D11.3 combined
F10D11.3 fer-15
F10D11.3 spe-9;fer-15
F10D11.3 spe-9;emb-27
F10E9.8 combined
F10E9.8 fer-15
F10E9.8 spe-9;fer-15
F10E9.8 spe-9;emb-27
F11D11.2 combined
F11D11.2 fer-15
F11D11.2 spe-9;fer-15
F11D11.2 spe-9;emb-27
F11E6.6 combined
F11E6.6 fer-15
F11E6.6 spe-9;fer-15
F11E6.6 spe-9;emb-27
F14B8.4 combined
F14B8.4 fer-15
F14B8.4 spe-9;fer-15
F14B8.4 spe-9;emb-27
F15E11.1 combined
F15E11.1 fer-15
F15E11.1 spe-9;fer-15
F15E11.1 spe-9;emb-27
F15E11.9 combined
F15E11.9 fer-15
F15E11.9 spe-9;fer-15
F15E11.9 spe-9;emb-27
F16B12.7 combined
F16B12.7 fer-15
F16B12.7 spe-9;fer-15
F16B12.7 spe-9;emb-27
F16H6.6 combined
F16H6.6 fer-15
F16H6.6 spe-9;fer-15
F16H6.6 spe-9;emb-27
F20D6.5 combined
F20D6.5 fer-15
F20D6.5 spe-9;fer-15
F20D6.5 spe-9;emb-27
F22F4.2 combined
F22F4.2 fer-15
F22F4.2 spe-9;fer-15
F22F4.2 spe-9;emb-27
F25E2.3 combined
F25E2.3 fer-15
F25E2.3 spe-9;fer-15
F25E2.3 spe-9;emb-27
F31E3.6 combined
F31E3.6 fer-15
F31E3.6 spe-9;fer-15
F31E3.6 spe-9;emb-27
F31E9.1 combined
F31E9.1 fer-15
F31E9.1 spe-9;fer-15
F31E9.1 spe-9;emb-27
F35E12.7 combined
F35E12.7 fer-15
F35E12.7 spe-9;fer-15
F35E12.7 spe-9;emb-27
F35G12.12 combined
F35G12.12 fer-15
F35G12.12 spe-9;fer-15
F35G12.12 spe-9;emb-27
F36D3.4 combined
F36D3.4 fer-15
F36D3.4 spe-9;fer-15
F36D3.4 spe-9;emb-27
F36D3.9 combined
F36D3.9 fer-15
F36D3.9 spe-9;fer-15
F36D3.9 spe-9;emb-27
F36G9.12 combined
F36G9.12 fer-15
F36G9.12 spe-9;fer-15
F36G9.12 spe-9;emb-27
F36H12.11 combined
F36H12.11 fer-15
F36H12.11 spe-9;fer-15
F36H12.11 spe-9;emb-27
F36H12.7 combined
F36H12.7 fer-15
F36H12.7 spe-9;fer-15
F36H12.7 spe-9;emb-27
F38H12.3 combined
F38H12.3 fer-15
F38H12.3 spe-9;fer-15
F38H12.3 spe-9;emb-27
F40H3.2 combined
F40H3.2 fer-15
F40H3.2 spe-9;fer-15
F40H3.2 spe-9;emb-27
F41E6.6 combined
F41E6.6 fer-15
F41E6.6 spe-9;fer-15
F41E6.6 spe-9;emb-27
F42H10.4 combined
F42H10.4 fer-15
F42H10.4 spe-9;fer-15
F42H10.4 spe-9;emb-27
F44C4.5 combined
