gene
F44C4.5 fer-15
F44C4.5 spe-9;fer-15
F44C4.5 spe-9;emb-27
F46F2.3 combined
F46F2.3 fer-15
F46F2.3 spe-9;fer-15
F46F2.3 spe-9;emb-27
F46H5.5 combined
F46H5.5 fer-15
F46H5.5 spe-9;fer-15
F46H5.5 spe-9;emb-27
F47B8.11 combined
F47B8.11 fer-15
F47B8.11 spe-9;fer-15
F47B8.11 spe-9;emb-27
F47D12.5 combined
F47D12.5 fer-15
F47D12.5 spe-9;fer-15
F47D12.5 spe-9;emb-27
F49B2.1 combined
F49B2.1 fer-15
F49B2.1 spe-9;fer-15
F49B2.1 spe-9;emb-27
F49H12.J combined
F49H12.J fer-15
F49H12.J spe-9;fer-15
F49H12.J spe-9;emb-27
F49H6.13 combined
F49H6.13 fer-15
F49H6.13 spe-9;fer-15
F49H6.13 spe-9;emb-27
F53A2.9 combined
F53A2.9 fer-15
F53A2.9 spe-9;fer-15
F53A2.9 spe-9;emb-27
F53A9.6 combined
F53A9.6 fer-15
F53A9.6 spe-9;fer-15
F53A9.6 spe-9;emb-27
F53C3.5 combined
F53C3.5 fer-15
F53C3.5 spe-9;fer-15
F53C3.5 spe-9;emb-27
F54D10.2 combined
F54D10.2 fer-15
F54D10.2 spe-9;fer-15
F54D10.2 spe-9;emb-27
F55H2.7 combined
F55H2.7 fer-15
F55H2.7 spe-9;fer-15
F55H2.7 spe-9;emb-27
F56A6.3 combined
F56A6.3 fer-15
F56A6.3 spe-9;fer-15
F56A6.3 spe-9;emb-27
F56D1.6 combined
F56D1.6 fer-15
F56D1.6 spe-9;fer-15
F56D1.6 spe-9;emb-27
F57B9.2 combined
F57B9.2 fer-15
F57B9.2 spe-9;fer-15
F57B9.2 spe-9;emb-27
F57G12.1 combined
F57G12.1 fer-15
F57G12.1 spe-9;fer-15
F57G12.1 spe-9;emb-27
F58E1.1 combined
F58E1.1 fer-15
F58E1.1 spe-9;fer-15
F58E1.1 spe-9;emb-27
K01D12.7 combined
K01D12.7 fer-15
K01D12.7 spe-9;fer-15
K01D12.7 spe-9;emb-27
K01H12.1 combined
K01H12.1 fer-15
K01H12.1 spe-9;fer-15
K01H12.1 spe-9;emb-27
K01H12.4 combined
K01H12.4 fer-15
K01H12.4 spe-9;fer-15
K01H12.4 spe-9;emb-27
K03A1.3 combined
K03A1.3 fer-15
K03A1.3 spe-9;fer-15
K03A1.3 spe-9;emb-27
K04G2.4 combined
K04G2.4 fer-15
K04G2.4 spe-9;fer-15
K04G2.4 spe-9;emb-27
K05F1.9 combined
K05F1.9 fer-15
K05F1.9 spe-9;fer-15
K05F1.9 spe-9;emb-27
K07A12.3 combined
K07A12.3 fer-15
K07A12.3 spe-9;fer-15
K07A12.3 spe-9;emb-27
K07C11.5 combined
K07C11.5 fer-15
K07C11.5 spe-9;fer-15
K07C11.5 spe-9;emb-27
K07E3.2 combined
K07E3.2 fer-15
K07E3.2 spe-9;fer-15
K07E3.2 spe-9;emb-27
K07F5.11 combined
K07F5.11 fer-15
K07F5.11 spe-9;fer-15
K07F5.11 spe-9;emb-27
K07F5.5 combined
K07F5.5 fer-15
K07F5.5 spe-9;fer-15
K07F5.5 spe-9;emb-27
K07F5.9 combined
K07F5.9 fer-15
K07F5.9 spe-9;fer-15
K07F5.9 spe-9;emb-27
K08D10.10 combined
K08D10.10 fer-15
K08D10.10 spe-9;fer-15
K08D10.10 spe-9;emb-27
K08D8.5 combined
K08D8.5 fer-15
K08D8.5 spe-9;fer-15
K08D8.5 spe-9;emb-27
K08F4.11 combined
K08F4.11 fer-15
K08F4.11 spe-9;fer-15
K08F4.11 spe-9;emb-27
K08F4.5 combined
K08F4.5 fer-15
K08F4.5 spe-9;fer-15
K08F4.5 spe-9;emb-27
K08F4.6 combined
K08F4.6 fer-15
K08F4.6 spe-9;fer-15
K08F4.6 spe-9;emb-27
K09D9.1 combined
K09D9.1 fer-15
K09D9.1 spe-9;fer-15
K09D9.1 spe-9;emb-27
K09F6.6 combined
K09F6.6 fer-15
K09F6.6 spe-9;fer-15
K09F6.6 spe-9;emb-27
K10C3.4 combined
K10C3.4 fer-15
K10C3.4 spe-9;fer-15
K10C3.4 spe-9;emb-27
K11C4.3 combined
K11C4.3 fer-15
K11C4.3 spe-9;fer-15
K11C4.3 spe-9;emb-27
K11D12.3 combined
K11D12.3 fer-15
K11D12.3 spe-9;fer-15
K11D12.3 spe-9;emb-27
M05B5.2 combined
M05B5.2 fer-15
M05B5.2 spe-9;fer-15
M05B5.2 spe-9;emb-27
R04B5.9 combined
R04B5.9 fer-15
R04B5.9 spe-9;fer-15
R04B5.9 spe-9;emb-27
R05H11.1 combined
R05H11.1 fer-15
R05H11.1 spe-9;fer-15
R05H11.1 spe-9;emb-27
R05H5.2 combined
R05H5.2 fer-15
R05H5.2 spe-9;fer-15
R05H5.2 spe-9;emb-27
R07E3.2 combined
R07E3.2 fer-15
R07E3.2 spe-9;fer-15
R07E3.2 spe-9;emb-27
R08F11.1 combined
R08F11.1 fer-15
R08F11.1 spe-9;fer-15
R08F11.1 spe-9;emb-27
R10E4.2 combined
R10E4.2 fer-15
R10E4.2 spe-9;fer-15
R10E4.2 spe-9;emb-27
R13D11.7 combined
R13D11.7 fer-15
R13D11.7 spe-9;fer-15
R13D11.7 spe-9;emb-27
R151.4 combined
R151.4 fer-15
R151.4 spe-9;fer-15
R151.4 spe-9;emb-27
T01G6.10 combined
T01G6.10 fer-15
T01G6.10 spe-9;fer-15
T01G6.10 spe-9;emb-27
T02E1.6 combined
T02E1.6 fer-15
T02E1.6 spe-9;fer-15
T02E1.6 spe-9;emb-27
T02G5.5 combined
T02G5.5 fer-15
T02G5.5 spe-9;fer-15
T02G5.5 spe-9;emb-27
T04A8.5 combined
T04A8.5 fer-15
T04A8.5 spe-9;fer-15
T04A8.5 spe-9;emb-27
T04F3.3 combined
T04F3.3 fer-15
T04F3.3 spe-9;fer-15
T04F3.3 spe-9;emb-27
T06D8.3 combined
T06D8.3 fer-15
T06D8.3 spe-9;fer-15
T06D8.3 spe-9;emb-27
T06G6.11 combined
T06G6.11 fer-15
T06G6.11 spe-9;fer-15
T06G6.11 spe-9;emb-27
T09A5.12 combined
T09A5.12 fer-15
T09A5.12 spe-9;fer-15
T09A5.12 spe-9;emb-27
T16A1.9 combined
T16A1.9 fer-15
T16A1.9 spe-9;fer-15
T16A1.9 spe-9;emb-27
T16G1.7 combined
T16G1.7 fer-15
T16G1.7 spe-9;fer-15
T16G1.7 spe-9;emb-27
T21B10.3 combined
T21B10.3 fer-15
T21B10.3 spe-9;fer-15
T21B10.3 spe-9;emb-27
T24A11.2 combined
T24A11.2 fer-15
T24A11.2 spe-9;fer-15
T24A11.2 spe-9;emb-27
T27A3.3 combined
T27A3.3 fer-15
T27A3.3 spe-9;fer-15
T27A3.3 spe-9;emb-27
T27E4.1 combined
T27E4.1 fer-15
T27E4.1 spe-9;fer-15
T27E4.1 spe-9;emb-27
T28A11.16 combined
T28A11.16 fer-15
T28A11.16 spe-9;fer-15
T28A11.16 spe-9;emb-27
T28A11.19 combined
T28A11.19 fer-15
T28A11.19 spe-9;fer-15
T28A11.19 spe-9;emb-27
W01B6.9 combined
W01B6.9 fer-15
W01B6.9 spe-9;fer-15
W01B6.9 spe-9;emb-27
W01D2.3 combined
W01D2.3 fer-15
W01D2.3 spe-9;fer-15
W01D2.3 spe-9;emb-27
W02A2.8 combined
W02A2.8 fer-15
W02A2.8 spe-9;fer-15
W02A2.8 spe-9;emb-27
W02D9.6 combined
W02D9.6 fer-15
W02D9.6 spe-9;fer-15
W02D9.6 spe-9;emb-27
W02D9.7 combined
W02D9.7 fer-15
W02D9.7 spe-9;fer-15
W02D9.7 spe-9;emb-27
W03B1.9 combined
W03B1.9 fer-15
W03B1.9 spe-9;fer-15
W03B1.9 spe-9;emb-27
W08A12.2 combined
W08A12.2 fer-15
W08A12.2 spe-9;fer-15
W08A12.2 spe-9;emb-27
W08D2.7 combined
W08D2.7 fer-15
W08D2.7 spe-9;fer-15
W08D2.7 spe-9;emb-27
W08F4.2 combined
W08F4.2 fer-15
W08F4.2 spe-9;fer-15
W08F4.2 spe-9;emb-27
W08F4.9 combined
W08F4.9 fer-15
W08F4.9 spe-9;fer-15
W08F4.9 spe-9;emb-27
W10G11.5 combined
W10G11.5 fer-15
W10G11.5 spe-9;fer-15
W10G11.5 spe-9;emb-27
Y105C5A. combined
Y105C5A. fer-15
Y105C5A. spe-9;fer-15
Y105C5A. spe-9;emb-27
Y106G6A.4 combined
Y106G6A.4 fer-15
Y106G6A.4 spe-9;fer-15
Y106G6A.4 spe-9;emb-27
Y106G6A.D combined
Y106G6A.D fer-15
Y106G6A.D spe-9;fer-15
Y106G6A.D spe-9;emb-27
Y23H5A.2 combined
Y23H5A.2 fer-15
Y23H5A.2 spe-9;fer-15
Y23H5A.2 spe-9;emb-27
Y23H5A.6 combined
Y23H5A.6 fer-15
Y23H5A.6 spe-9;fer-15
Y23H5A.6 spe-9;emb-27
Y37D8A.8 combined
Y37D8A.8 fer-15
Y37D8A.8 spe-9;fer-15
Y37D8A.8 spe-9;emb-27
Y38H6C.1 combined
Y38H6C.1 fer-15
Y38H6C.1 spe-9;fer-15
Y38H6C.1 spe-9;emb-27
Y38H6C.11 combined
Y38H6C.11 fer-15
Y38H6C.11 spe-9;fer-15
Y38H6C.11 spe-9;emb-27
Y45F10B.3 combined
Y45F10B.3 fer-15
Y45F10B.3 spe-9;fer-15
Y45F10B.3 spe-9;emb-27
Y46H3A.D combined
Y46H3A.D fer-15
Y46H3A.D spe-9;fer-15
Y46H3A.D spe-9;emb-27
Y46H3C.C combined
Y46H3C.C fer-15
Y46H3C.C spe-9;fer-15
Y46H3C.C spe-9;emb-27
Y47D3A.F combined
Y47D3A.F fer-15
Y47D3A.F spe-9;fer-15
Y47D3A.F spe-9;emb-27
Y48A6B.13 combined
Y48A6B.13 fer-15
Y48A6B.13 spe-9;fer-15
Y48A6B.13 spe-9;emb-27
Y48G8A_4850.A combined
Y48G8A_4850.A fer-15
Y48G8A_4850.A spe-9;fer-15
Y48G8A_4850.A spe-9;emb-27
Y51A2C.1 combined
Y51A2C.1 fer-15
Y51A2C.1 spe-9;fer-15
Y51A2C.1 spe-9;emb-27
Y55D9A.2 combined
Y55D9A.2 fer-15
Y55D9A.2 spe-9;fer-15
Y55D9A.2 spe-9;emb-27
Y57A10B.7 combined
Y57A10B.7 fer-15
Y57A10B.7 spe-9;fer-15
Y57A10B.7 spe-9;emb-27
Y67D8A_360.A combined
Y67D8A_360.A fer-15
Y67D8A_360.A spe-9;fer-15
Y67D8A_360.A spe-9;emb-27
Y67D8A_380.C combined
Y67D8A_380.C fer-15
Y67D8A_380.C spe-9;fer-15
Y67D8A_380.C spe-9;emb-27
ZC168.6 combined
ZC168.6 fer-15
ZC168.6 spe-9;fer-15
ZC168.6 spe-9;emb-27
ZC196.7 combined
ZC196.7 fer-15
ZC196.7 spe-9;fer-15
ZC196.7 spe-9;emb-27
ZC247.3 combined
ZC247.3 fer-15
ZC247.3 spe-9;fer-15
ZC247.3 spe-9;emb-27
ZC504.4 combined
ZC504.4 fer-15
ZC504.4 spe-9;fer-15
ZC504.4 spe-9;emb-27
ZC506.2 combined
ZC506.2 fer-15
ZC506.2 spe-9;fer-15
ZC506.2 spe-9;emb-27
ZK1010.9 combined
ZK1010.9 fer-15
ZK1010.9 spe-9;fer-15
ZK1010.9 spe-9;emb-27
ZK1225.6 combined
ZK1225.6 fer-15
ZK1225.6 spe-9;fer-15
ZK1225.6 spe-9;emb-27
ZK1251.1 combined
ZK1251.1 fer-15
ZK1251.1 spe-9;fer-15
ZK1251.1 spe-9;emb-27
ZK354.4 combined
ZK354.4 fer-15
ZK354.4 spe-9;fer-15
ZK354.4 spe-9;emb-27
ZK484.8 combined
ZK484.8 fer-15
ZK484.8 spe-9;fer-15
ZK484.8 spe-9;emb-27
ZK488.9 combined
ZK488.9 fer-15
ZK488.9 spe-9;fer-15
ZK488.9 spe-9;emb-27
ZK512.7 combined
ZK512.7 fer-15
ZK512.7 spe-9;fer-15
ZK512.7 spe-9;emb-27
ZK546.3 combined
ZK546.3 fer-15
ZK546.3 spe-9;fer-15
ZK546.3 spe-9;emb-27
ZK75.2 combined
ZK75.2 fer-15
ZK75.2 spe-9;fer-15
ZK75.2 spe-9;emb-27
ZK783.3 combined
ZK783.3 fer-15
ZK783.3 spe-9;fer-15
ZK783.3 spe-9;emb-27
ZK930.6 combined
ZK930.6 fer-15
ZK930.6 spe-9;fer-15
ZK930.6 spe-9;emb-27
ZK938.1 combined
ZK938.1 fer-15
ZK938.1 spe-9;fer-15
ZK938.1 spe-9;emb-27
