#coelomocytes_embryo_enriched_
,Tissue,Expected,Observed,Fold Change,Q value
0,intestine(WBbt:0005772),87.53908569166832,110.0,1.256581550182554,0.04027646603970768
1,hmc(WBbt:0004697),2.2333267365921237,9.0,4.02986264953478,0.013470680505462343
2,pharynx(WBbt:0003681),66.74351870176133,89.0,1.3334628100398809,0.04027646603970768
3,coelomocyte(WBbt:0005751),6.370472986344746,29.0,4.552252252252252,2.597808993915775e-10
4,coelomic system(WBbt:0005749),6.516920641203246,29.0,4.449954448830853,2.597808993915775e-10
