Accession,Unigene,Gene,Ratio,ttest
NM_199778,327274,elovl7b,3.114776,5.42E-11
NM_001030235,569375,eml2,2.570025,3.30E-11
NM_131280,30537,emx2,2.271105,2.30E-08
D32214,30536,emx3,1.174544,2.78E-05
AF071237,30233,eng1b,0.652699,2.30E-03
NM_131044,30243,eng2a,0.849441,2.55E-03
BI878329,402874,eno2,1.696273,1.40E-08
NM_214723,378963,eno3,0.668582,2.41E-03
AW171147,100005551,entpd3,3.396316,2.45E-05
DQ017642,565612,ep300b,0.897046,2.21E-05
AI959496,566886,epas1a,5.345091,3.80E-09
NM_001039806,555192,epas1b,1.505738,3.88E-08
NM_213175,406454,epcam,6.276741,2.17E-09
NM_131005,30199,epd,1.848227,5.24E-07
NM_001005919,30688,ephb4a,1.353868,2.27E-06
NM_201068,394043,ephx1,1.007538,4.28E-04
NM_001013313,503735,eps8l1,1.640149,2.72E-05
NM_199785,327322,ercc4,1.474871,2.37E-08
AI544995,541502,ercc5,0.942152,2.34E-03
NM_152959,259252,esr1,1.925687,5.26E-06
AW154514,560190,esrp1,7.892172,2.35E-11
NM_199272,572992,esrp2,6.655535,4.93E-11
BI880905,565971,etnk1,3.09734,4.86E-08
NM_001023580,326672,ets2,1.680481,9.60E-08
AI816689,337626,etv5,0.665928,1.03E-03
NM_131832,114444,etv6,0.620529,9.92E-03
NM_199519,58003,evla,4.163397,5.90E-11
AI957816,793139,evpl,5.754784,2.26E-11
NM_213414,406723,exoc7,0.822559,1.47E-03
AW078404,450057,exosc9,1.485863,4.45E-04
NM_001012368,497279,ext1a,1.045356,3.55E-04
NM_001008400,493780,ext2,0.706355,4.03E-02
NM_131193,30436,eya1,1.338294,1.03E-05
NM_001014365,541552,eya4,1.110872,8.39E-07
NM_001030285,561589,ezr,2.027377,1.31E-10
NM_201462,282670,f10,0.819031,5.75E-03
NM_001004667,323696,f11r,2.932438,1.88E-09
BM571160,325881,f2,1.253497,1.56E-03
NM_001079805,794649,f2rl1,3.014612,1.80E-09
AL590146,327320,f5,0.61841,7.80E-04
NM_131819,114423,f7,0.636109,3.50E-04
NM_182868,359826,f9,0.742861,9.86E-03
NM_152960,171481,fabp10,3.343779,5.38E-07
NM_001044712,791610,fabp1a,0.709873,8.06E-06
AF180921,30708,fabp2,2.211161,1.75E-07
AW203119,553762,fahd1,1.290562,8.53E-05
NM_198372,386641,fam107b,0.671596,8.65E-04
NM_213400,406709,fam136a,0.73145,1.55E-03
NM_001045470,751761,fam168a,1.119779,9.59E-05
NM_001044818,557060,fam20b,0.782351,9.17E-05
NM_001002203,431750,fam32al,0.622014,7.47E-05
NM_212725,334205,fam3c,1.852537,1.76E-08
NM_001004547,447808,fam43b,1.006852,1.70E-04
NM_200070,337591,fam49b,1.167205,4.81E-06
NM_200070,337591,fam49ba,0.968808,1.53E-04
NM_001017636,550329,fam50a,2.855143,2.75E-09
NM_212751,336057,fam69c,0.653976,2.30E-05
NM_200618,393590,fam84a,0.994386,2.45E-05
BC124608,324185,fanci,0.629875,1.28E-04
NM_213508,406829,far1,0.745537,1.16E-03
AI957490,406275,fbl,1.286158,1.79E-04
NM_131042,30240,fbln1,0.899574,4.50E-05
NM_199942,335231,fbp1a,2.395411,2.05E-10
NM_213132,282672,fbp1b,0.715728,5.60E-03
NM_001004008,445505,fbp2,2.04583,3.59E-08
NM_001005773,378451,fbxl3a,0.718185,1.42E-04
NM_205724,403037,fbxo25,1.089112,1.85E-04
NM_001040307,678549,fbxo8,0.615225,6.15E-04
NM_131521,58035,fbxw4,1.635486,5.19E-08
NM_198145,378965,fem1c,0.962558,1.07E-04
CB366069,569489,fetub,1.087169,5.21E-07
NM_213396,406705,fez1,0.873325,1.58E-04
NM_131636,60634,fezf2,1.174696,5.98E-07
NM_001002039,378986,fga,1.469248,6.54E-07
CD284757,-,fgd5,1.145401,1.15E-03
AW076820,492758,fgf13,2.140347,7.12E-07
NM_182871,359831,fgf24,1.41008,4.99E-03
NM_131291,30549,fgf3,0.60252,2.23E-03
NM_131635,570435,fgf4,0.849647,5.72E-03
NM_131281,30538,fgf8a,1.703579,6.92E-06
AF389400,30705,fgfr1a,0.764432,9.81E-06
NM_178303,352940,fgfr2,0.89226,8.17E-04
NM_131606,58129,fgfr3,0.622876,1.61E-04
NM_213054,406327,fgg,0.672231,1.91E-02
NM_200963,393938,fh,0.666005,1.49E-02
NM_200740,393713,fhit,0.909549,2.78E-06
NM_001017794,334648,ficd,2.817991,2.18E-11
NM_001020498,552928,fitm2,1.271754,1.80E-07
AF177538,30619,fli1a,0.796674,1.25E-05
NM_001045293,692325,flj11011l,0.749081,5.99E-04
AI959328,562529,flna,1.391396,1.19E-07
AI721358,569979,flnbl,1.735843,5.88E-06
NM_198910,794311,fmo5,0.737197,6.56E-04
NM_001013261,334613,fn1b,0.703835,1.09E-04
NM_199626,323003,foigr,0.680598,8.67E-04
NM_131282,30539,foxa,1.693296,5.63E-05
AF052250,30541,foxa1,4.027012,9.16E-12
NM_131299,30559,foxa3,6.537398,1.14E-09
NM_131283,799571,foxb1.1,0.675071,4.16E-02
AF052251,30524,foxd5,0.823691,1.56E-05
AF067204,30274,foxg1,0.847721,2.28E-05
NM_212914,405850,foxg1b,0.83927,2.01E-04
NM_200984,393959,foxl1,0.974177,4.11E-09
AF198446,30315,foxn4,0.680474,1.22E-06
NM_001077564,564127,foxp1a,1.215714,7.63E-07
NM_001039637,569047,foxp1b,0.91224,2.09E-05
NM_001030082,555242,foxp2,1.473302,1.25E-07
NM_001130840,563428,fras1,1.546159,4.79E-08
AI601355,563428,fras1,2.931784,5.80E-10
NM_001137659,564383,frem3,1.772502,1.72E-06
NM_001159667,558173,fryl,0.898566,6.27E-04
AB023627,30683,ft1,0.712937,2.73E-02
NM_131410,792063,ft2,1.512291,5.12E-08
NM_001045270,692298,ftr14,1.292035,1.43E-06
NM_001045560,550365,ftr29,0.81125,8.78E-04
NM_001075103,338307,ftr82,2.864061,8.41E-11
BI891984,565972,ftr83,2.722534,1.03E-07
NM_212740,335494,fuca1,2.697701,1.32E-09
NM_001004115,445487,fuca2,1.027555,3.60E-05
NM_001045106,566557,furina,1.69025,1.96E-06
AJ299411,393180,fxr2,0.998151,7.41E-06
NM_199847,333987,fxyd6,3.127804,4.07E-10
AF060696,58072,fz8b,1.279853,5.80E-06
U49408,30366,fzd10,0.898903,2.36E-04
U49413,565921,fzd3,1.289383,4.12E-05
U49405,30363,fzd4,0.825463,2.44E-04
AF039412,58073,fzd8a,1.211837,1.15E-08
U27121,30600,g12,6.166366,7.65E-11
NM_213357,406666,gab1,1.408288,9.11E-04
NM_001099977,554849,gabpb2,0.780714,1.53E-02
AJ302649,336252,gabrb2,0.748082,4.59E-02
NM_200576,393548,gadd45aa,1.952837,2.59E-06
NM_200576,393548,gadd45al,1.875798,2.79E-10
NM_213031,406304,gadd45b,2.003985,5.58E-08
NM_213111,406385,galcb,0.694136,1.68E-04
NM_001040299,678540,gale,1.551589,3.08E-05
AI461355,792268,galk2,1.647248,1.11E-08
NM_001076604,767665,galnt10,0.931931,1.03E-05
NM_001020641,553668,galnt7,3.214735,9.80E-07
NM_001115114,317743,gapdh,1.045872,1.14E-03
NM_001002689,436962,gata2b,2.547962,6.07E-07
S80425,30458,gata3,1.434932,1.08E-04
NM_131557,58076,gata6,0.930057,1.03E-04
BC097249,569692,gb:bc097249,0.717674,1.16E-05
BM036580,100005159,gb:bm036580,2.399753,1.50E-06
XR_029536,567111,gb:dq017638,0.837616,3.57E-06
NM_200125,387303,gbgt1l4,6.809045,1.67E-13
NM_152964,245948,gbx2,2.16174,1.43E-06
AY050504,140425,gc2,1.303831,8.72E-05
NM_001172554,402822,gcat,0.619185,3.82E-03
NM_200886,393860,gcdh,0.844764,2.15E-05
NM_001006024,450003,gcdhl,0.937387,4.30E-04
NM_001045385,751668,gck,0.723361,1.57E-06
NM_199277,326857,gclc,0.77408,1.15E-03
AI722764,324510,gcnt4,1.640764,5.34E-06
NM_001020608,554985,gdi1,0.793324,2.79E-04
AI584556,445504,gdpd1,0.874886,4.95E-04
BE558157,406482,gdpd3,1.558938,1.85E-07
NM_131730,79376,gfra1a,0.86017,1.67E-03
NM_001079961,552967,ggnbp2,1.227245,2.81E-04
NM_200035,336798,ggps1,0.702153,1.23E-03
NM_001004018,445568,gipc1,0.969115,1.05E-03
NM_200930,393904,gipc2,1.671107,6.57E-07
NM_001126453,793882,git2a,0.766253,5.02E-04
NM_001080188,567190,git2b,0.866256,6.93E-04
NM_001077803,777765,gk5,1.764048,4.94E-10
NM_001015069,548610,gli2b,0.855928,3.90E-04
NM_001007415,492774,glmna,0.90341,1.36E-03
NM_213151,368213,glo1,0.757776,8.01E-06
AJ404970,83413,glra4a,0.715978,4.66E-03
NM_001005942,449769,glrx,1.396107,1.96E-04
NM_001003497,791641,gltpd1,1.491869,2.77E-06
NM_181559,100000775,glula,0.869716,1.54E-06
NM_182866,336473,glulb,0.675303,9.01E-06
NM_001007771,493611,glyr1,1.62531,1.90E-06
NM_200489,393461,gmds,2.272369,1.35E-11
NM_200497,393469,gmppa,1.410327,1.80E-09
NM_001003491,445097,gmppb,0.645931,2.44E-05
NM_001013277,503589,gna12,0.779963,1.71E-03
NM_001003753,445297,gna14,2.10664,8.89E-09
NM_199842,327650,gnai2,0.864566,5.60E-04
NM_001111250,100006888,gnai3,0.892313,2.16E-04
FN552724,571305,gnav1,1.142689,7.59E-08
NM_213202,406483,gnb3,1.076064,2.68E-04
NM_213312,406604,gng12a,2.439869,1.01E-06
BC076184,436673,gng13b,2.256886,4.15E-06
NM_001044768,553365,gnptab,1.004337,1.79E-04
AJ304429,360141,gnrh3,3.238524,6.93E-12
NM_001030208,566506,gnsa,0.721733,1.28E-03
BM103882,566353,golgb1,1.002417,6.42E-06
AI793815,100000956,golim4a,1.336701,2.77E-07
AI641271,324210,golph3l,0.646627,1.31E-03
NM_213057,406330,got1,1.077428,2.81E-06
NM_213379,406688,got2a,1.001428,5.58E-05
BC125884,565404,gpatch8,1.177465,2.46E-04
NM_214753,406615,gpd1,3.094887,6.32E-09
NM_199706,325181,gpd1b,0.738665,1.86E-03
NM_144763,246094,gpia,1.228513,5.63E-07
NM_144764,246095,gpib,1.107686,8.11E-04
AY070265,368225,gpm6ba,1.63218,1.19E-05
NM_001020478,323641,gpr182,0.923897,4.27E-02
NM_001004634,447895,gpx1b,1.42013,2.54E-06
NM_001004287,446167,grb10,1.618869,7.43E-10
BC125889,324942,grhl1,1.658593,3.99E-09
NM_001030092,555744,grhl2a,2.549121,6.77E-10
AW233636,555576,grm1a,1.157385,3.99E-04
NM_001080020,565450,grma,0.839784,4.49E-04
NM_131012,30206,gro2,1.029734,5.16E-06
NM_001017810,550508,grtp1b,1.309782,4.01E-06
NM_131381,30654,gsk3b,1.159791,4.63E-07
NM_001012312,321099,gsna,0.668401,8.41E-04
NM_001089344,336623,gsnb,6.230791,1.34E-09
NM_001003992,445485,gspt1,0.830228,1.44E-05
NM_198806,325284,gspt1l,1.307231,2.81E-06
NM_213394,406703,gstal,0.786446,3.43E-04
NM_131734,79381,gstp1,1.340775,5.73E-04
NM_199729,325832,gtf2f1,0.720161,9.35E-06
NM_001002127,415217,gtf2f2,1.342294,8.74E-04
NM_194393,373099,guca1c,1.522411,8.37E-08
NM_200656,393629,guca1e,0.699928,1.07E-02
NM_131864,140424,gucy2f,1.621901,1.80E-05
NM_201180,394155,gys1,0.649363,1.47E-04
AF414110,252913,h2afv,0.669964,1.02E-04
NM_001040361,678613,h2afy,2.973967,1.21E-12
NM_001025502,558711,h2afy2,0.626166,1.27E-04
AW115528,406358,hacl1,0.650794,1.90E-02
NM_001105276,553401,hadha,0.898432,4.53E-05
NM_199676,324267,hbs1l,0.875894,7.53E-03
NM_201451,58016,hccs,0.609905,9.61E-04
NM_001002498,436771,hccsa,0.700842,8.89E-06
NM_001045064,564853,hcfc1a,0.646472,6.98E-06
NM_001128537,565206,hcfc1b,0.613812,5.45E-04
AI793961,568877,hdac4,1.506438,1.79E-03
NM_213431,406740,hdac8,0.629777,1.31E-04
NM_200816,393789,hdac9b,1.593852,5.38E-06
AJ299412,794178,hdlbp,0.98045,3.57E-04
AI544657,792176,he2,0.989517,2.25E-05
NM_199900,334446,heatr1,0.621547,1.32E-04
NM_200478,368728,heatr5a,2.034984,1.46E-05
NM_001002504,100002034,hectd1,0.825977,1.70E-06
AI667295,563189,hectd3,1.371939,1.30E-04
NM_131078,30287,her1,1.220613,6.04E-04
NM_131077,30285,her5,0.863189,1.03E-03
NM_131609,58132,her7,0.760363,1.97E-03
NM_131873,140613,her9,2.180633,4.01E-08
AI384445,336598,herc1,0.857339,1.59E-03
NM_200188,393157,herpud2,0.76157,8.44E-05
NM_001114845,323613,hexa,0.942319,1.09E-03
AI626348,792224,hhatlb,2.68123,1.45E-06
NM_001080012,564153,hhip,1.272504,2.46E-06
AI477208,322115,hiat1a,1.573183,8.42E-07
NM_213527,406848,hiat1b,0.70148,5.01E-04
AJ307688,359828,hic2,1.219436,9.65E-06
NM_201496,373126,hif1an,1.034664,4.01E-07
NM_213252,406791,hk1,1.114524,3.44E-03
NM_213066,406339,hk2,0.685646,6.58E-05
BE693146,321398,hm:zeh0535,2.557406,2.58E-07
NM_201085,394060,hmgcs1,1.995704,4.65E-06
NM_131880,792391,hnf1b,3.018472,8.52E-10
AF250352,324283,hnf1bb,7.801844,9.11E-06
BG985513,322358,hnf4a,0.898298,1.14E-02
NM_001001592,334490,hnrnpu,0.673462,2.13E-02
NM_212991,406264,hnrpkl,1.272135,4.23E-07
AF536198,386589,hopx,2.393739,2.29E-09
NM_131147,30382,hoxa11b,3.594602,6.65E-10
AF071243,58051,hoxa1a,0.910749,1.03E-03
NM_131117,30339,hoxb3a,0.591631,3.66E-02
NM_131118,30340,hoxb4a,1.206322,1.37E-06
AF071254,58053,hoxb6b,1.586611,2.31E-07
Y14541,30403,hoxc11a,1.531627,2.97E-07
AF071260,58062,hoxc12b,0.894524,3.23E-07
NM_131144,30379,hoxc5a,0.760263,1.35E-03
NM_131123,30346,hoxc6a,0.860303,8.39E-04
NM_200723,393696,hpca,0.647808,4.76E-03
NM_200323,393293,hsd11b3,2.357128,1.16E-10
AW116075,327417,hsd17b12a,3.998645,1.11E-09
NM_001003521,445127,hsd17b14,2.947505,1.80E-07
AF137536,64815,hsd17b8,1.572239,2.22E-07
NM_001017541,548337,hsh2d,2.248265,5.41E-07
AF210640,30671,hsp70,1.013071,1.47E-05
NM_198210,386590,hsp90b1,1.377365,4.46E-05
NM_199857,334086,hspa4,1.229547,6.64E-03
AF064831,373085,hspa9,1.432577,1.87E-07
NM_001008615,368243,hspb1,0.957359,2.82E-03
AI878489,791580,hspb8,1.150379,2.37E-05
BG985703,282676,hspd1,0.917416,2.53E-04
NM_131681,64605,htatip2,2.585017,2.41E-11
BX664745,559439,huwe1,1.027131,6.26E-05
NM_212703,327133,hyou1,0.657036,4.07E-05
NM_212761,336655,icn,4.819079,4.13E-07
NM_001082957,100005083,icn2,5.477794,3.15E-08
BG985445,338161,id:ibd1072,0.640377,8.10E-05
BG985460,338250,id:ibd1132,1.837786,1.95E-06
BG985488,338300,id:ibd1152,1.227491,1.26E-04
BG985722,338295,id:ibd2556,1.0674,5.72E-06
BG985533,338154,id:ibd3148,1.414846,2.02E-04
BG985576,338103,id:ibd5024,2.026681,1.88E-08
BG985763,57996,id:ibd5089,1.078334,2.07E-05
BG985838,80950,id:ibd5098,3.370656,8.41E-11
BG985773,338195,id:ibd5105,0.74015,1.49E-05
NM_199541,321364,id2b,1.282128,1.91E-08
NM_152967,246093,id3,1.174416,1.44E-06
NM_001089525,561390,ide,1.24113,2.97E-05
NM_201499,100006589,idh1,0.806394,4.51E-04
BC093425,550579,idh3g,0.833668,4.63E-06
NM_001007197,359827,ier5,1.09539,3.35E-05
NM_199754,326935,ier5l,4.982155,2.20E-11
BC124131,322336,ifit2,2.450926,2.11E-09
NM_001001832,414929,ift57,0.957458,2.66E-03
NM_001001725,321855,ift88,0.636967,2.00E-02
AI584642,323096,igf2bp2b,1.065168,7.63E-07
NM_205726,403039,igfbp5a,1.639739,1.72E-04
AF281479,378762,ighm,1.786037,1.69E-04
NM_001034184,569872,igsf21a,1.317172,1.14E-03
NM_131088,30299,ihhb,1.165258,2.24E-04
AW076974,541530,ikbkg,1.033764,5.76E-04
AW116693,568868,il1rapl1a,1.39332,4.74E-05
AI957581,447904,ildr1,3.213973,9.35E-09
NM_200666,393639,ilvbl,0.824256,1.02E-04
NM_001110527,797700,im:6894100,0.604299,4.47E-03
CK675915,492366,im:7136583,0.846851,5.48E-04
CK676537,556848,im:7137367,3.091772,3.66E-11
CK677239,562379,im:7138144,1.216691,7.02E-04
BC154562,559403,im:7138837,1.820548,2.13E-08
CK679217,492539,im:7140550,0.670712,8.15E-04
CK680695,100006087,im:7142403,1.504289,2.65E-04
CK683097,555566,im:7145298,0.680606,8.52E-05
CK684711,100003734,im:7147223,1.402559,3.88E-05
BC160642,569051,im:7148243,0.936549,1.50E-05
BC154661,100003770,im:7148400,0.623645,6.69E-03
XM_001334404,797132,im:7148963,1.061078,5.39E-05
CK686347,567949,im:7149048,2.345239,1.28E-07
BM183152,504039,im:7150988,0.94136,2.56E-05
CK690244,606595,im:7153552,1.216441,1.12E-02
CK690685,504143,im:7154187,2.287723,1.68E-08
BC091968,562530,im:7154419,0.956338,3.94E-04
CK691324,564207,im:7155132,1.285135,4.32E-06
CK692839,100148413,im:7157189,1.493197,3.81E-07
BC124309,798527,im:7158730,5.436611,4.69E-09
CK694435,557849,im:7159098,0.892458,1.33E-04
XR_030071,100007193,im:7160157,0.785401,1.05E-03
CK697938,569458,im:7163548,1.128123,2.98E-08
NM_001002745,437018,impa1,0.64198,1.58E-03
NM_001144784,555251,inaa,0.60008,5.47E-03
AI931071,368723,inadl,1.745278,9.94E-08
NM_198211,792168,ing5a,0.684962,1.07E-02
AF475092,30072,inhbaa,1.533228,1.22E-08
NM_001142672,245699,insra,0.742285,1.35E-03
NM_001044932,560575,ints3,0.595193,1.86E-03
NM_001126428,569456,ints6,1.190684,5.54E-04
NM_201470,322041,ip6k2,2.215287,1.56E-05
NM_200905,321739,ipo7,0.712433,6.58E-08
NM_001044334,555520,ipo8,1.109352,9.95E-05
CK692445,100002928,iqgap1,2.007874,2.74E-09
NM_200163,393132,irak4,0.587819,1.19E-02
NM_001040352,678604,irf1,3.499345,2.19E-09
NM_205747,792160,irf11,3.031112,4.20E-10
NM_001008614,494071,irf2,1.446071,8.14E-07
NM_212875,405811,irf5,2.729322,2.69E-10
BE605965,393650,irf7,0.939567,2.86E-05
NM_001044810,556650,irgq2,2.231595,7.86E-07
D38453,30157,isl2a,0.742948,5.42E-04
NM_130964,30151,isl2b,1.109018,8.71E-04
NM_001012376,497617,ism1,0.78392,2.03E-02
NM_001013448,541320,itga6b,2.255743,5.89E-08
NM_001024386,335269,itgb4,1.497156,2.40E-07
NM_213007,406280,itih2,0.633452,3.43E-04
NM_201458,266797,itm1,0.754149,1.85E-03
NM_199646,323632,itm2ba,1.421287,1.10E-03
NM_212976,406248,itm2bb,0.810127,4.49E-05
AW184521,406290,itpk1,3.146687,3.55E-11
NM_001128269,794666,itpr3,6.353329,4.31E-13
NM_199279,387591,ivns1abpa,1.604421,1.86E-06
NM_131863,140423,jag1b,0.982824,2.58E-05
NM_170761,266962,jmjd6,1.190613,4.76E-05
NM_001044348,556485,jph1b,1.816496,3.43E-04
AA542460,553333,jph2,0.896725,4.69E-04
NM_131177,30415,jup,1.774197,2.03E-07
NM_001020604,553631,katna1,0.647511,7.50E-05
NM_200819,393792,kcnip3l,3.581002,4.07E-10
NM_194405,373865,kctd12.1,1.507547,1.52E-08
NM_207049,322008,kctd5,0.739332,9.81E-05
NM_201139,394114,kdsr,0.605958,3.52E-05
NM_001025548,567017,kera,1.868185,5.73E-05
NM_212593,321686,kiaa0907,0.712884,3.85E-04
NM_199982,335881,kidins220b,0.725083,1.96E-05
AL723443,563459,kif5ba,0.622878,2.85E-03
NM_131053,30256,kita,0.890506,1.87E-03
AI641738,324271,klf10,0.632185,1.48E-03
NM_001077604,559076,klf11b,0.953154,1.85E-06
NM_131857,117509,klf2b,4.763144,1.97E-10
AF392993,117603,klf3,3.315357,7.25E-10
BE200723,562155,klf4,3.116783,4.15E-08
NM_001044766,553082,klf7l,0.839784,1.96E-03
NM_200261,393231,klhdc10,0.816781,2.51E-05
NM_001007787,493632,kop,3.546349,5.50E-05
NM_001145604,569455,kpnb3,1.067282,1.15E-03
NM_001003744,445289,kras,1.481767,1.87E-04
NM_001002041,402800,kri1l,0.713781,2.95E-05
BC097213,664718,krt1-19d,3.17292,5.33E-08
NM_213523,406844,krt15,4.449394,5.46E-10
NM_178437,352912,krt18,3.931883,1.59E-08
NM_131509,794486,krt4,4.81524,7.56E-08
NM_131156,797351,krt5,4.734165,6.56E-11
NM_200080,797433,krt8,0.649613,6.84E-03
NM_200081,368207,ktn1,0.668572,3.52E-05
BC139859,561238,lace1a,0.732708,2.61E-06
AW232738,100148638,lad1,2.775687,8.14E-11
AI545425,321243,lama5,3.942704,9.02E-13
FJ619351,553337,lamb2l,1.306983,2.97E-04
AF468050,286831,lamb4,5.329493,6.09E-09
NM_199903,334471,larp6,0.680422,2.14E-04
NM_212636,323216,lasp1,0.808837,2.84E-03
NM_199628,323020,lass5,0.865362,5.71E-06
NM_001020510,553164,lats1,2.040321,9.05E-07
NM_001002720,368360,lbr,1.48647,1.14E-04
NM_131316,30579,ldb1a,0.801632,1.61E-03
NM_201505,794339,ldb3a,0.858315,6.96E-06
NM_199858,334100,ldb3b,0.686224,4.54E-02
NM_198980,368278,ldlrap1a,0.705865,6.49E-04
NM_131835,791772,lect1,1.482842,8.32E-07
AI721745,570745,letm1,0.726989,3.52E-03
NM_130961,30146,lft2,1.617646,2.26E-04
NM_001005958,326706,lgals1l1,1.997505,7.74E-05
NM_214693,325599,lgals3l,2.777099,4.06E-09
NM_001008653,494110,lhfp,0.685459,2.39E-03
NM_001003980,378959,lhx8a,0.733315,4.50E-03
NM_001017710,550405,lhx9,0.718641,9.45E-03
NM_001114729,557200,limch1,1.43768,7.15E-07
BG985554,431731,litaf,2.513246,1.40E-09
NM_212582,795670,llgl2,1.226614,1.81E-06
NM_001142563,407708,lmf2,0.612864,3.00E-04
NM_152971,195815,lmna,1.238156,1.44E-03
NM_001128231,553341,lmo7a,3.899477,3.42E-10
BI474952,558333,lmo7b,1.622577,6.77E-10
NM_001075113,561226,lnx1,1.671198,1.10E-04
NM_212940,564464,lnx2b,3.372512,1.45E-10
BM025955,100000079,LOC100000079,1.518289,1.02E-02
BG304566,100000215,LOC100000215,1.28973,1.06E-04
XM_001340536,100000350,LOC100000350,0.752349,1.68E-03
XM_001340605,100000433,LOC100000433,6.106052,9.00E-12
XM_001340611,100000439,LOC100000439,1.112843,4.99E-06
XM_001340656,100000509,LOC100000509,1.291227,3.72E-05
BI983181,100000576,LOC100000576,1.067114,6.17E-05
XM_001340871,100000766,LOC100000766,0.841738,1.18E-04
AW567068,100000870,LOC100000870,0.639979,2.14E-03
AW133989,100000890,LOC100000890,0.726725,5.92E-05
XM_001341168,100001136,LOC100001136,0.609466,6.33E-03
XM_001341255,100001253,LOC100001253,0.804647,1.71E-03
BG884413,100001297,LOC100001297,2.072909,1.35E-06
XR_029688,100001298,LOC100001298,5.22033,8.07E-15
AW018552,100001321,LOC100001321,1.204062,2.56E-04
AI354170,100001359,LOC100001359,3.574089,4.94E-10
XM_001341422,100001469,LOC100001469,2.069814,5.73E-07
XM_001341463,100001521,LOC100001521,2.374791,5.49E-12
BI710046,100001662,LOC100001662,0.586256,9.84E-03
XM_001341773,100001897,LOC100001897,0.842881,7.61E-04
BE015672,100002007,LOC100002007,2.6088,8.22E-10
AW420938,100002037,LOC100002037,0.87531,2.62E-04
XM_001334593,100002043,LOC100002043,4.15399,4.94E-09
XM_001341912,100002076,LOC100002076,0.668371,6.07E-04
XM_001337788,100002112,LOC100002112,4.588739,1.39E-15
XM_001337248,100002182,LOC100002182,1.243107,9.94E-05
AI793353,100002196,LOC100002196,1.178044,6.63E-06
XM_001339031,100002310,LOC100002310,3.517002,9.51E-06
XM_001338420,100002392,LOC100002392,0.70319,3.26E-03
XM_001339035,100002396,LOC100002396,1.048114,2.67E-04
XM_001342155,100002404,LOC100002404,0.83582,2.84E-03
AI667622,100002614,LOC100002614,1.144229,1.91E-04
BI888520,100002679,LOC100002679,0.622037,1.91E-02
XM_001342380,100002688,LOC100002688,1.49777,9.36E-08
XM_001338767,100002736,LOC100002736,0.652431,2.62E-02
AW231977,100002749,LOC100002749,1.224365,1.17E-06
BI886597,100003049,LOC100003049,0.685325,2.42E-03
-,100003166,LOC00003166,1.761749,1.13E-05
-,100003382,LOC100003382,0.604355,1.04E-02
XM_001337774,100003561,LOC100003561,1.030448,4.10E-05
XM_001343072,100003596,LOC100003596,0.617573,1.21E-03
BM264822,100003647,LOC100003647,1.7757,6.96E-05
XM_001343194,100003757,LOC100003757,1.686143,1.07E-05
BM036434,100003762,LOC100003762,0.846993,4.60E-04
BG303039,100003902,LOC100003902,0.806951,1.89E-04
-,100003966,LOC100003966,1.287744,1.16E-05
-,100003994,LOC100003994,0.908086,4.37E-07
XM_001343400,100004027,LOC100004027,0.696685,5.58E-05
XM_001343487,100004142,LOC100004142,1.239967,1.59E-05
XM_001343526,100004199,LOC100004199,0.900855,1.17E-04
XM_001343598,100004297,LOC100004297,1.443402,2.50E-07
BI865734,100004464,LOC100004464,2.02139,1.31E-06
-,100004748,LOC100004748,0.833692,7.22E-05
XM_001343977,100004797,LOC100004797,0.749481,4.09E-05
AW076838,100005016,LOC100005016,1.416445,3.35E-08
AI397362,100005077,LOC100005077,1.67986,6.49E-03
XM_001338974,100005116,LOC100005116,0.804556,2.74E-02
XM_001344355,100005297,LOC100005297,5.52191,1.93E-10
XR_029955,100005366,LOC100005366,0.629335,2.31E-05
XM_001344416,100005373,LOC100005373,1.560658,2.19E-05
-,100005584,LOC100005584,0.65812,6.27E-05
-,100005794,LOC100005794,1.406205,4.79E-07
AI384854,100005858,LOC100005858,3.827193,5.91E-09
XM_001344779,100005901,LOC100005901,1.796836,1.64E-07
XM_001340282,100005937,LOC100005937,3.214059,3.93E-10
AL928083,100005970,LOC100005970,0.934475,4.63E-05
XM_001345292,100006639,LOC100006639,2.445301,3.01E-12
XM_001345304,100006657,LOC100006657,0.689576,3.02E-04
