Accession,Unigene,Gene,Ratio,ttest
AI330805,337234,wu:fb02f09,0.657024,1.74E-02
AI330899,337253,wu:fb03e05,0.869496,2.76E-06
AI331038,336771,wu:fb04f07,1.619332,4.24E-03
AI330946,336796,wu:fb05f05,1.374043,8.26E-04
AI330972,336806,wu:fb05h10,1.500683,3.01E-02
AI397203,336821,wu:fb06g07,1.818255,1.32E-06
AI385118,336837,wu:fb07c11,3.875876,2.97E-08
AI384336,336853,wu:fb07g12,1.080329,9.12E-04
AI396988,336355,wu:fb08b06,0.763516,2.37E-02
AI396676,336372,wu:fb08f10,1.842904,5.24E-05
AI397280,336397,wu:fb09c09,1.806218,3.90E-06
AI397289,336400,wu:fb09d09,0.885362,8.86E-07
AI397309,336411,wu:fb09g03,1.411037,1.93E-04
AI384918,568604,wu:fb09h07,1.39192,3.95E-03
AI397319,336415,wu:fb09h12,0.893516,5.41E-04
AI384979,336422,wu:fb10b07,0.714344,3.16E-03
AI397333,568517,wu:fb10b08,0.841125,6.20E-04
AI397374,336441,wu:fb10f12,3.985383,1.21E-05
AI384591,100003674,wu:fb10g08,3.732365,5.64E-11
AI384840,336450,wu:fb11a02,1.182178,4.78E-06
AI384371,336462,wu:fb11c02,0.790165,2.85E-03
AI384372,100002805,wu:fb11c03,4.777799,3.99E-10
AI384867,336465,wu:fb11c07,2.221161,8.42E-07
AI384873,336468,wu:fb11d02,2.052407,6.77E-07
AI384878,336472,wu:fb11d07,0.67314,4.14E-02
AI384943,336485,wu:fb11f10,4.936674,1.01E-09
NM_001164368,561592,wu:fb12c06,5.239572,6.19E-13
AI384268,100000389,wu:fb12c09,5.540549,3.33E-09
CK026182,336534,wu:fb12h08,3.235362,2.45E-10
AI384619,336557,wu:fb13f03,1.516178,6.51E-05
AI384460,336604,wu:fb14g06,1.096898,3.53E-03
AI396852,336636,wu:fb15h07,1.498819,2.73E-04
AI396855,569464,wu:fb15h11,0.625694,3.74E-03
AI882728,100006548,wu:fb16f03,4.526665,1.04E-10
BC124523,570991,wu:fb16f09,6.025083,2.61E-09
AI522515,321583,wu:fb20f09,0.750151,9.30E-04
AI522421,321630,wu:fb23f02,1.042984,5.13E-04
AI444200,321649,wu:fb24e03,1.217661,1.08E-06
AI415761,321684,wu:fb26f10,2.338225,1.22E-08
AI437376,321717,wu:fb30h02,0.657791,5.42E-03
AI415874,321813,wu:fb36b09,0.677781,4.34E-02
AI353412,567961,wu:fb36d12,5.79383,1.73E-11
AI415909,321833,wu:fb36f04,0.81654,3.49E-06
AI437069,321871,wu:fb37e01,1.52889,3.74E-04
NM_001003833,322056,wu:fb48e04,0.624216,2.39E-02
AI478014,322108,wu:fb50c09,1.030017,1.80E-04
AI477236,560439,wu:fb50h02,4.70401,8.10E-10
AI477251,100004396,wu:fb51a10,1.789264,7.00E-09
AI477286,322149,wu:fb51e06,1.11816,5.89E-08
AW116949,322152,wu:fb51f10,1.320674,2.92E-05
AI477853,792924,wu:fb55g09,0.706055,7.10E-05
AI477583,322318,wu:fb57f08,5.491736,1.42E-10
AI497000,322359,wu:fb59a01,0.992403,5.58E-03
AI522563,322379,wu:fb59d01,2.546977,6.58E-05
CK030187,322403,wu:fb60a10,0.89866,1.26E-03
AI496764,322435,wu:fb61a05,4.559971,2.85E-10
AI496806,322446,wu:fb61e06,1.170501,1.01E-03
AI545507,322585,wu:fb66d05,1.04978,2.05E-03
AI544965,322675,wu:fb69h10,1.22213,2.07E-03
BM083952,322739,wu:fb72c11,2.000758,1.97E-08
AI544570,322747,wu:fb72d12,1.430821,6.54E-06
AI544596,322760,wu:fb72g11,1.044867,8.29E-04
AI544646,322926,wu:fb77b06,0.71279,4.91E-03
AI544652,322933,wu:fb77c03,1.323106,1.09E-05
AI544679,322951,wu:fb77f07,2.715214,4.40E-06
AI546068,570011,wu:fb77g05,1.125582,3.81E-05
BC128843,559340,wu:fb78c02,1.668895,1.15E-03
BC128843,559340,wu:fb78c02,1.163172,9.21E-05
AI558289,322981,wu:fb78c04,1.108566,1.70E-03
AI558294,322985,wu:fb78c09,1.882708,9.30E-05
AI558300,322989,wu:fb78d07,0.932236,3.70E-03
AI558965,322994,wu:fb78e09,1.184716,1.55E-04
AI558672,323019,wu:fb79b02,4.298291,1.27E-08
AI558709,323032,wu:fb79e06,3.996618,1.07E-09
AI545291,323056,wu:fb80c09,1.737727,1.49E-06
AI584672,323109,wu:fb82a05,0.794836,4.11E-02
AI584277,323158,wu:fb83d10,0.916394,2.71E-05
AI584284,323162,wu:fb83e09,0.645298,4.74E-03
AI584819,323172,wu:fb83g06,1.533737,3.35E-04
AI584307,323177,wu:fb83h06,0.66202,2.25E-03
AI584839,100002263,wu:fb92a07,1.389363,4.44E-06
AI584327,323190,wu:fb92b08,0.648232,2.61E-02
AI584331,323193,wu:fb92c02,0.870541,1.74E-04
AI584865,323199,wu:fb92d02,1.956264,1.11E-06
AI584345,323204,wu:fb92d10,2.961185,1.60E-08
AI584884,323212,wu:fb92e12,2.87776,2.12E-07
AI584391,323235,wu:fb93a07,1.143793,2.07E-04
AI584936,323245,wu:fb93b12,1.144708,4.65E-03
AI584441,323265,wu:fb93g03,1.868528,6.70E-04
AI584986,323267,wu:fb93g07,0.840414,7.36E-04
AI584463,561994,wu:fb94b04,1.017123,4.53E-07
AI584464,323279,wu:fb94b05,0.781213,2.87E-03
AI585122,323301,wu:fb94e12,1.625052,4.81E-06
AI584530,323317,wu:fb95b05,1.797775,8.59E-06
AI588580,323390,wu:fb96h11,3.218688,9.17E-07
AI588168,323394,wu:fb97b01,0.595614,4.31E-02
AI588603,323397,wu:fb97b12,1.539893,1.78E-06
AI588195,323404,wu:fb97d12,0.843732,2.51E-03
AI588199,323407,wu:fb97e11,1.602844,6.39E-07
AI588209,323413,wu:fb97g01,1.12328,5.35E-04
AI588294,386869,wu:fb99a03,0.992937,1.26E-04
AI588784,323474,wu:fb99d03,1.309775,1.85E-06
AI588390,323512,wu:fc01c03,0.940503,7.40E-04
AI588395,323515,wu:fc01d01,1.028586,3.73E-03
AI588467,323550,wu:fc02e03,1.348714,4.80E-04
AI601663,323562,wu:fc02g12,0.912457,3.51E-05
AI588495,323564,wu:fc02h06,0.756769,1.24E-02
AI588496,323565,wu:fc02h07,1.010209,2.97E-02
AI626605,323625,wu:fc05d03,1.453984,2.20E-05
AI626450,564921,wu:fc06d01,1.183106,1.68E-04
AI626459,386981,wu:fc06d12,0.660804,1.01E-02
AI601536,323727,wu:fc08b05,0.986929,1.36E-02
AI601370,563725,wu:fc10d07,4.079928,1.03E-07
AI601374,323800,wu:fc10d11,0.879457,2.10E-03
AI942864,323804,wu:fc10e09,3.257271,1.67E-07
AI601409,323818,wu:fc10h03,1.46196,2.45E-06
AI601783,323848,wu:fc11g08,0.796075,8.86E-03
AI601808,323857,wu:fc12b06,1.001068,4.22E-02
AI601832,323869,wu:fc12e01,1.69632,8.75E-08
AI601860,323878,wu:fc12g09,1.162867,8.33E-05
AI626812,561837,wu:fc13c02,1.088373,2.09E-03
AI626344,323911,wu:fc13h05,2.530757,1.34E-06
AI657901,323945,wu:fc14h11,1.489164,2.17E-02
AI657549,565809,wu:fc15a01,0.656984,8.58E-03
AI657591,323961,wu:fc15e02,2.712648,1.12E-09
AI641560,323971,wu:fc15g09,2.537222,2.62E-05
AI641495,323995,wu:fc16d07,1.01275,1.65E-05
AI641534,324017,wu:fc16h10,0.599655,2.22E-03
AI641639,560751,wu:fc17g12,0.871942,3.23E-04
AI641071,324096,wu:fc18f06,4.431922,2.03E-08
AI641083,324104,wu:fc18g09,1.101699,2.23E-03
BC154117,556913,wu:fc20e06,1.902509,4.94E-06
AI658264,799002,wu:fc20g06,2.472136,1.62E-06
BC056589,324212,wu:fc21h01,1.652665,6.67E-07
AI641658,324223,wu:fc22a11,5.514721,6.48E-10
AI641662,324226,wu:fc22b04,0.669028,4.09E-03
AI658010,324232,wu:fc22c07,1.0476,2.18E-05
AI641712,324255,wu:fc22h09,1.281172,3.24E-03
AI721944,324319,wu:fc25e04,2.170822,4.41E-05
AI722352,324338,wu:fc26a09,1.248824,8.07E-05
AI722354,324339,wu:fc26b02,2.266871,7.70E-06
AI722917,100000786,wu:fc27c12,1.976332,5.88E-05
AI721466,324414,wu:fc28a08,0.969347,2.84E-03
AI722674,324468,wu:fc30b09,0.691956,4.00E-03
AI722750,324504,wu:fc31b02,0.601435,4.34E-02
BQ262408,324518,wu:fc31e04,2.668711,7.58E-07
AI721719,324520,wu:fc31e07,0.711351,1.19E-04
AI723153,561184,wu:fc33c06,2.287667,1.28E-07
AI723200,324596,wu:fc33h04,2.734436,1.49E-05
AI723241,324610,wu:fc34e06,6.348092,1.55E-09
AI667060,324646,wu:fc37b04,2.041154,6.39E-07
AI667061,324647,wu:fc37b07,1.132918,1.99E-06
AI667289,324705,wu:fc38g07,1.232563,1.35E-04
AI667323,324718,wu:fc39c04,1.292826,7.76E-08
AI667533,565630,wu:fc41e03,4.319983,1.20E-06
AI667178,324816,wu:fc44b11,1.130713,3.89E-03
AI793355,324844,wu:fc45b06,0.660769,3.85E-03
AI793385,324861,wu:fc45e11,0.882768,5.18E-04
AI883903,324871,wu:fc46a10,1.530637,4.56E-04
AI883911,324880,wu:fc46e01,1.679476,2.22E-06
AI794612,324882,wu:fc46e11,2.267602,9.58E-05
AI793436,563025,wu:fc47d12,2.459385,3.67E-03
AI793440,324905,wu:fc47e09,1.275946,1.63E-02
AI793610,324958,wu:fc49e02,1.376145,1.13E-02
AI793527,324990,wu:fc50f07,2.541037,3.92E-06
AI793531,324991,wu:fc50g04,3.737639,7.98E-11
AI877743,572219,wu:fc51b03,1.006641,2.00E-02
AI793683,325018,wu:fc51f03,1.997258,2.52E-03
AI793703,386992,wu:fc51h05,5.482078,2.11E-10
AI793779,325055,wu:fc54a02,1.836182,1.19E-04
AI793835,325087,wu:fc54g11,1.067887,2.48E-04
AI877934,325097,wu:fc55d02,2.411879,9.93E-08
AI793890,325111,wu:fc55f12,1.050984,1.17E-04
AI878413,325176,wu:fc57g04,0.655389,2.69E-02
AI878465,564211,wu:fc59a09,3.522555,1.61E-09
AI878484,325206,wu:fc59e04,0.864152,7.34E-04
AI878490,325210,wu:fc59f01,1.591728,1.36E-04
AI878532,325225,wu:fc60e02,0.684611,1.33E-03
AI878581,325247,wu:fc62b05,1.746731,2.92E-06
AI878636,325261,wu:fc63b05,1.521278,1.61E-06
AI878767,325313,wu:fc66c06,0.656183,9.04E-03
NM_001166015,100005714,wu:fc69a03,1.143782,3.20E-05
AI884122,100005945,wu:fc74a06,3.19176,7.42E-10
AI884197,325416,wu:fc75c02,0.695443,2.87E-02
AI884299,325446,wu:fc76h09,2.58027,1.20E-07
AI942921,325456,wu:fc79b02,3.028282,1.38E-06
AI942945,325465,wu:fc79e12,0.782406,3.79E-03
AI943174,325543,wu:fc85f10,1.141325,2.02E-04
AI965276,325572,wu:fc88h04,1.486394,1.31E-04
AI965301,325579,wu:fc89d12,2.125023,2.56E-08
AI957397,325595,wu:fc90d11,0.809282,1.38E-03
AI957496,560857,wu:fc92e03,0.685835,2.70E-03
AI958539,325628,wu:fc93h12,1.696304,1.00E-05
AI957669,325664,wu:fc96g12,1.580448,7.94E-07
BM095290,325693,wu:fd02h10,0.811636,3.04E-02
AI959432,325758,wu:fd10a10,6.500201,1.39E-10
AI959589,100151372,wu:fd11e11,5.681335,2.55E-09
AI882980,100008376,wu:fd14a01,1.623407,2.24E-06
AI666913,555585,wu:fd16e03,1.192248,1.25E-03
AI722557,327265,wu:fd19g08,0.726727,3.27E-04
AI722564,327269,wu:fd19h03,2.539975,9.78E-07
XM_692497,569132,wu:fd44f11,2.314897,1.21E-07
AW019804,325926,wu:fd46g04,2.173384,3.12E-08
BF717645,325941,wu:fd50a12,1.273518,9.62E-05
AW019295,325959,wu:fd51d07,0.790654,4.20E-02
BF717814,325968,wu:fd52b06,1.131499,2.83E-04
AW019028,326031,wu:fd58g02,0.839065,2.74E-04
AW019045,326034,wu:fd59a11,0.696011,1.93E-02
AW019168,795537,wu:fd60h05,2.417029,7.52E-06
AW019238,326079,wu:fd61b09,5.832236,2.97E-10
AW165042,326094,wu:fd99d03,1.847504,1.18E-08
AW165103,326650,wu:fe01e06,1.434004,4.66E-04
AW165160,566065,wu:fe02h09,0.933016,5.59E-04
AW165198,326690,wu:fe05f07,4.721693,1.06E-07
AW165256,326713,wu:fe06e11,1.169469,4.46E-02
AW019326,326722,wu:fe11b02,2.448456,1.50E-05
AW059505,326758,wu:fe14h10,0.738664,2.01E-04
AW128481,326775,wu:fe16d09,4.964493,1.37E-08
NM_001144810,796449,wu:fe18c06,2.788979,1.32E-09
AW059010,386805,wu:fe23c09,3.039266,3.27E-09
AW059062,326813,wu:fe24e09,3.666731,2.64E-07
AW059104,100148875,wu:fe25c07,0.914458,1.84E-02
AW059107,326821,wu:fe25c11,5.148513,8.75E-12
AW128821,326876,wu:fe37g09,1.032249,2.23E-04
AW128367,326888,wu:fe38f03,1.096295,1.32E-03
AW058822,326914,wu:fe48e11,2.656212,2.75E-06
AW115804,327340,wu:fi03f09,1.515757,1.61E-07
AW115880,327364,wu:fi04e12,0.901942,7.04E-07
BC146727,566261,wu:fi14a03,1.737975,1.36E-06
AW153491,333940,wu:fi22c10,0.593781,4.52E-03
AW154354,334014,wu:fi26g08,1.11047,4.30E-02
AW154579,334068,wu:fi29f12,0.992455,8.45E-03
AW154715,334105,wu:fi31g01,2.109332,2.47E-09
AW175511,334207,wu:fi36a10,1.594886,5.37E-07
AW175523,334211,wu:fi36c02,1.679712,1.00E-02
AW171291,334275,wu:fi38g08,0.690205,1.88E-04
AW171396,334330,wu:fi41a10,1.535988,1.67E-06
AW171625,334378,wu:fi43h09,0.86869,2.70E-02
AW343712,334408,wu:fi48d11,1.202363,2.01E-02
AW466570,334424,wu:fi56h12,2.025292,3.19E-03
AW466712,337257,wu:fi98c06,4.835122,6.08E-10
AW077940,335320,wu:fj01d05,1.386777,4.88E-07
AW076848,335346,wu:fj04f08,5.433743,2.19E-10
AW203088,335392,wu:fj08f03,2.607965,5.79E-05
NM_001099990,558314,wu:fj09c03,1.080051,5.51E-04
AW231987,335427,wu:fj11c08,0.778442,7.49E-05
AW232163,335465,wu:fj15b05,1.855843,7.35E-08
AW232171,335467,wu:fj15c08,0.902992,7.96E-03
AW280037,335468,wu:fj15c09,1.861114,2.40E-04
AW184550,335473,wu:fj15g07,0.599012,2.57E-02
AW232215,335475,wu:fj16a03,4.157725,1.24E-08
AW232240,335481,wu:fj16d03,2.007863,2.49E-03
AW232425,335525,wu:fj19d05,4.043538,3.46E-11
AW232501,335545,wu:fj20h08,0.772202,2.82E-02
AW232760,335619,wu:fj30a12,4.127876,1.48E-09
AW233295,792477,wu:fj30f06,1.866999,4.63E-04
AW077232,335809,wu:fj33d06,2.012477,7.82E-06
AW076989,335812,wu:fj33d12,1.065812,5.03E-04
AW077193,559049,wu:fj34h05,0.855727,3.68E-04
AW233661,335959,wu:fj39h03,1.315595,6.73E-04
AW280643,336025,wu:fj43f12,1.342219,3.72E-06
AW279786,336041,wu:fj44g05,0.864484,3.62E-04
AW280867,562093,wu:fj46h08,1.140177,3.30E-02
AW280015,336096,wu:fj48c04,0.794457,8.86E-03
AW281023,336111,wu:fj49a02,0.779755,4.15E-03
AW280076,336114,wu:fj49b04,0.984865,3.43E-02
AW280134,368395,wu:fj51b03,0.846431,2.66E-04
AW305648,336292,wu:fj61g12,0.964005,1.86E-04
AW282106,336300,wu:fj62d01,1.374234,8.62E-05
AW419571,336319,wu:fj63c11,0.762572,1.05E-03
AW077599,337368,wu:fj65b12,1.678565,1.33E-02
AW077619,337378,wu:fj65d12,1.159266,2.34E-07
AW077657,337390,wu:fj65h07,1.219681,2.31E-05
AW077850,337431,wu:fj67d03,2.55119,1.89E-06
AW077874,562557,wu:fj67f05,1.190971,7.35E-04
BM156917,337448,wu:fj67h05,1.983382,3.27E-09
BC124367,555257,wu:fj67h08,1.799618,2.29E-07
AW076522,337455,wu:fj68b05,0.841609,9.61E-06
AW305895,562465,wu:fj77d08,1.121118,6.64E-03
AW306005,337494,wu:fj78f12,0.72302,1.06E-02
BC055669,337520,wu:fj80h11,0.834347,5.79E-03
AW420406,337525,wu:fj81b11,0.715029,1.77E-03
AW419653,337535,wu:fj81f11,2.381323,3.91E-09
AW420502,337548,wu:fj82c11,1.931741,1.55E-09
AW420795,337614,wu:fj87a11,0.667775,5.04E-04
AW420922,337635,wu:fj89a05,0.907444,4.21E-03
AW420993,100005471,wu:fj90d02,1.901429,5.19E-05
AW421098,337651,wu:fj92a04,1.25222,1.35E-03
AW421237,337681,wu:fj94h02,1.02409,1.01E-05
AW127784,792865,wu:fj98a08,0.883004,2.84E-03
AW115638,334522,wu:fj98d01,0.745571,8.96E-04
AW466760,337265,wu:fk03f02,0.757193,2.84E-03
AW567295,565850,wu:fk24c07,1.77501,1.52E-05
AW567021,336936,wu:fk30h11,1.254373,2.51E-05
CF999355,797677,wu:fk35f04,5.678087,3.21E-09
AW567276,336972,wu:fk36h04,3.859791,9.28E-07
AW826791,335652,wu:fk53b01,1.000111,2.72E-07
AW826727,335693,wu:fk57b04,0.779384,1.20E-05
BE015712,555324,wu:fk58b12,0.917454,5.90E-03
BE016177,566607,wu:fk66f10,1.021971,1.35E-04
BE016270,335108,wu:fk69e07,1.722302,3.49E-06
BE017485,572104,wu:fk78a01,0.886548,1.72E-02
BE017490,335143,wu:fk78a11,2.310889,7.97E-08
BE200876,335166,wu:fk83a02,0.951414,1.02E-05
BE017854,335181,wu:fk85d10,4.006198,4.71E-07
BE201126,335188,wu:fk86c01,0.631245,3.73E-02
BE201171,559145,wu:fk86g11,1.267733,1.50E-02
BE200642,335202,wu:fk88f07,0.62438,1.53E-05
BE200743,335214,wu:fk90e01,1.318776,4.26E-04
BE201417,335228,wu:fk92d04,0.852455,4.52E-06
BE201550,335241,wu:fk94f09,2.133997,1.99E-02
BE201986,335272,wu:fl04a11,0.833043,1.08E-03
BE605390,335285,wu:fl09a04,1.539803,1.89E-07
BE605797,335298,wu:fl20f09,1.084274,3.80E-05
BE605860,335300,wu:fl22c07,0.66857,5.99E-04
BE605921,335307,wu:fl23c11,1.159361,4.86E-03
BI844756,558830,wu:fq17c05,1.413272,1.93E-08
BI845146,100000095,wu:fq26c12,4.679772,8.02E-08
BI707256,386847,wu:fs38h01,0.758815,8.94E-03
BI867767,386849,wu:ft63e05,1.017433,2.86E-04
NM_200913,393887,wwox,0.732304,3.16E-02
AF419326,140614,xbp1,1.225236,2.55E-02
AF439767,373108,xiap,1.244013,4.88E-06
BG728392,497637,xirp1,1.648015,1.23E-07
AI601863,559746,xirp2,1.176504,2.84E-04
NM_212674,324342,xpo4,0.831258,3.16E-02
NM_131620,795398,ybx1,0.605347,1.69E-02
NM_001013270,407620,yes1,0.954488,4.40E-03
NM_199907,334511,yipf3,0.668823,3.06E-03
NM_212891,405827,yipf4,1.101033,1.53E-03
NM_212781,337571,yrk,1.872236,4.47E-07
NM_001082798,323055,ywhaba,1.412718,8.21E-05
NM_213145,406419,ywhabb,0.795668,8.21E-03
NM_199562,321729,ywhabl,0.870278,2.61E-07
NM_212757,336610,ywhai,1.289606,6.43E-08
NM_001017687,550382,zbtb8os,0.649799,3.10E-04
NM_213434,406743,zc3h7,1.783916,1.03E-04
NM_001008650,494107,zdhhc13,1.506692,6.35E-04
NM_001077781,777734,zdhhc15b,0.741626,9.33E-04
NM_001002324,436596,zdhhc24,0.854541,4.34E-05
NM_213039,406312,zfand5a,0.926258,2.68E-07
NM_200949,393923,zfand5b,0.986725,1.22E-03
NM_199749,326846,zff9,0.892572,1.53E-03
AI723133,324565,zfyve26,0.714559,4.67E-03
NM_001003643,445249,zgc:100787,2.044072,1.15E-04
NM_001003543,445149,zgc:100829,1.36808,2.85E-04
NM_001003531,445137,zgc:100861,0.843398,8.67E-03
NM_001003528,445134,zgc:100864,5.939609,8.81E-13
NM_001003526,554458,zgc:100868,1.658685,2.34E-06
NM_001003519,445125,zgc:100903,3.538541,5.92E-08
NM_001003516,445122,zgc:100908,0.669204,1.25E-03
NM_001003752,445296,zgc:100909,0.67338,3.10E-04
NM_001003639,445245,zgc:100914,1.514875,2.44E-03
NM_001003629,445235,zgc:100933,0.632986,1.20E-02
AW280027,445324,zgc:100952,0.645773,3.72E-02
NM_001002739,437012,zgc:100980,1.017765,7.11E-03
NM_001003774,445317,zgc:101000,3.364932,8.75E-12
NM_001003588,445194,zgc:101040,0.956105,2.23E-02
NM_001003562,445168,zgc:101107,3.064489,8.55E-11
NM_001004006,445502,zgc:101123,0.667724,2.53E-02
NM_001013445,541316,zgc:101523,2.178759,7.56E-07
BI672058,449827,zgc:101555,1.305728,4.18E-03
NM_001004641,447903,zgc:101565,4.470655,1.01E-10
NM_001005995,449822,zgc:101569,0.867563,4.22E-05
NM_001007444,492803,zgc:101640,1.759998,8.87E-12
NM_001007439,492798,zgc:101659,3.057655,2.03E-08
NM_001007437,492796,zgc:101663,2.628341,1.30E-05
NM_001004635,447897,zgc:101676,2.470882,6.31E-10
NM_001005600,449558,zgc:101723,1.253576,9.57E-06
NM_001024098,334483,zgc:101724,0.961208,2.50E-05
NM_001013536,541409,zgc:101744,5.15914,7.00E-10
AI942923,494083,zgc:101757,0.802971,7.66E-03
NM_001008626,494083,zgc:101757,1.168896,2.13E-05
NM_001004625,447886,zgc:101772,5.900198,7.61E-10
NM_001007403,492762,zgc:101777,2.322691,6.34E-05
NM_001007401,492760,zgc:101780,0.934271,2.90E-03
NM_001006053,450032,zgc:101785,0.638698,2.44E-05
NM_001007396,572841,zgc:101798,4.064605,5.79E-12
NM_214717,336073,zgc:101809,0.721658,5.61E-03
NM_001007772,493612,zgc:101810,2.343072,5.03E-08
NM_001008590,494047,zgc:101867,1.586649,3.33E-04
NM_001007372,492500,zgc:101897,1.4558,4.42E-06
NM_001006030,450009,zgc:103459,0.695008,1.96E-03
NM_001007364,492492,zgc:103652,0.85426,7.07E-04
NM_001008585,494042,zgc:103664,1.132187,2.91E-05
NM_001039987,664758,zgc:109753,3.593689,1.40E-10
NM_001017824,550522,zgc:109868,4.007792,8.87E-08
NM_001030076,554231,zgc:109926,0.910814,2.70E-06
AI497342,554142,zgc:109930,1.039636,1.47E-03
NM_001020732,553766,zgc:109977,0.812389,8.76E-04
NM_001002569,436842,zgc:109981,1.673608,4.56E-06
NM_001020734,553769,zgc:110003,0.900773,1.84E-03
NM_001020554,553575,zgc:110010,1.510511,5.39E-09
NM_001020555,553576,zgc:110011,0.925441,3.60E-02
AI558455,100002293,zgc:110020,0.705826,7.00E-03
NM_001017858,550556,zgc:110137,1.000678,1.24E-05
NM_001017856,550554,zgc:110141,1.874548,5.52E-07
NM_001013517,541390,zgc:110155,1.083086,2.52E-05
NM_001017845,550543,zgc:110171,3.29451,2.77E-08
NM_001017837,550535,zgc:110182,4.159168,3.27E-10
NM_001017834,550532,zgc:110185,0.589049,2.18E-04
NM_001017831,550529,zgc:110188,0.957375,1.63E-02
NM_001013477,541350,zgc:110216,0.894124,5.77E-04
NM_001017637,550330,zgc:110234,2.535331,4.14E-05
NM_001017629,550322,zgc:110243,3.127607,7.12E-10
NM_001017617,792229,zgc:110259,2.001677,2.38E-04
NM_001017591,550253,zgc:110307,1.02555,3.52E-02
NM_001017809,550507,zgc:110323,2.168286,1.57E-06
NM_001017799,550497,zgc:110333,4.939821,1.85E-07
NM_001017795,100004503,zgc:110335,2.466695,8.45E-06
BC091458,541345,zgc:110340,4.265924,7.59E-08
NM_001013471,541344,zgc:110343,1.162848,3.54E-04
NM_001024396,554094,zgc:110434,1.09481,9.57E-05
NM_001020822,368352,zgc:110692,1.030923,8.84E-04
NM_001017866,550564,zgc:110695,1.095623,3.58E-06
NM_001017866,550564,zgc:110695,1.087901,6.75E-05
NM_001017861,550559,zgc:110702,0.868949,3.27E-02
AI477935,550250,zgc:110712,3.7182,9.01E-13
NM_001013347,503769,zgc:110741,0.840418,8.70E-03
NM_001013565,541440,zgc:110749,1.33403,2.56E-03
NM_001013494,541367,zgc:110775,0.594759,1.28E-02
NM_001014367,378742,zgc:110783,2.183746,4.22E-06
NM_001013288,503601,zgc:110788,5.137651,3.47E-10
NM_001014350,541536,zgc:110801,1.028681,4.49E-07
NM_001034970,556628,zgc:111868,0.848714,2.14E-02
NM_001024429,554135,zgc:111961,1.087266,9.21E-07
NM_001017803,550501,zgc:111983,5.69401,1.37E-10
NM_001017681,550376,zgc:112015,1.044958,4.54E-06
NM_001013467,541339,zgc:112018,1.330805,2.54E-06
BC095650,334827,zgc:112032,1.266131,6.67E-07
NM_001017662,550355,zgc:112056,2.847043,1.13E-08
NM_001017767,550464,zgc:112077,0.853165,4.31E-03
NM_001017763,550460,zgc:112084,2.102017,2.90E-07
NM_001017737,550432,zgc:112138,0.900487,2.32E-02
NM_001017729,550424,zgc:112148,3.935717,1.31E-06
NM_001017715,550410,zgc:112183,0.846404,1.67E-04
AI477644,550402,zgc:112199,4.053968,8.42E-06
NM_001033919,564608,zgc:112212,0.940456,1.27E-06
NM_001025169,573990,zgc:112248,1.634249,1.36E-08
NM_001020670,553696,zgc:112257,1.011906,1.29E-06
NM_001020673,553700,zgc:112279,0.768628,3.41E-03
NM_001024433,554139,zgc:112287,0.683072,2.77E-03
NM_001030096,555962,zgc:112355,2.656498,2.55E-07
NM_001030239,569875,zgc:112356,0.765046,5.86E-04
NM_001111214,553718,zgc:112359,0.675545,2.09E-04
NM_001020693,553722,zgc:112375,0.634636,5.20E-03
NM_001017610,550273,zgc:112403,0.935931,4.11E-06
BC093304,550484,zgc:112430,2.023056,3.63E-07
NM_001017780,550477,zgc:112432,2.00113,1.53E-06
NM_001020700,553729,zgc:112450,1.113815,2.24E-04
NM_001093727,541337,zgc:112487,1.591835,2.75E-04
NM_001017659,550352,zgc:112491,0.721068,3.07E-04
NM_001017401,407699,zgc:112524,1.011506,1.99E-02
NM_001017746,550441,zgc:112531,1.422935,3.14E-04
NM_001017552,548348,zgc:112962,1.715454,8.54E-07
NM_001013342,503764,zgc:112964,5.532325,3.75E-09
NM_001013450,541322,zgc:113054,1.80661,4.14E-06
NM_001020773,553811,zgc:113078,5.018466,1.07E-10
NM_001045161,792182,zgc:113191,0.995832,7.33E-04
AI545052,548335,zgc:113196,1.764824,1.44E-07
NM_001014359,541546,zgc:113232,2.034652,7.39E-04
NM_001033743,619262,zgc:113338,1.559888,1.51E-08
NM_001012492,503528,zgc:113436,2.106192,3.04E-05
L19445,335509,zgc:113912,1.016567,2.67E-04
NM_205752,793362,zgc:113947,0.762312,4.16E-04
NM_001025176,573997,zgc:113984,0.866845,7.65E-04
NM_001013463,541335,zgc:114046,2.626072,2.03E-08
NM_001030206,566425,zgc:114140,1.057011,5.69E-03
NM_001037437,641500,zgc:123010,1.410698,1.01E-04
NM_001037397,568429,zgc:123046,1.222561,2.21E-02
NM_001037670,553283,zgc:123047,0.651647,4.37E-02
NM_001007132,403118,zgc:123068,1.177848,2.13E-05
NM_001037432,641492,zgc:123285,4.559777,2.52E-12
NM_001037114,641290,zgc:123336,1.286836,1.02E-05
NM_001040381,678636,zgc:136279,0.884599,1.99E-02
NM_001045269,692297,zgc:136359,2.960487,6.41E-10
NM_001044309,322545,zgc:136371,1.386789,2.70E-03
NM_001045308,724003,zgc:136474,1.684165,6.27E-08
NM_001040325,557392,zgc:136778,2.552595,7.73E-06
NM_001040323,678565,zgc:136791,1.745371,5.67E-07
NM_001040393,678652,zgc:136817,0.59194,5.85E-04
NM_001045317,724012,zgc:136844,0.817683,6.71E-05
NM_001040302,678543,zgc:136858,0.839809,3.32E-02
NM_001039823,569049,zgc:136860,0.896139,1.61E-02
