,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
1161,1162,ZK593.1c,0.00449473439735021,0.0817832782815623,0.539656753048326,0.18994125822223398,6.35381500371081,0.282336086435245,0.00580246358460175,0.0212557975966822,0.0203049340531938,0.0212557975966822,WBGene00014001,pyk-2
963,964,ZK6.7a,0.00284899755474888,0.0624858457469456,1.74329550502198,0.584297016048292,7.50745996398379,1.15402431298395,0.00315463137303403,0.25289762084916895,0.0098160468817788,0.25289762084916895,WBGene00022642,lipl-5
656,657,ZK6.7b,0.00105107626547761,0.0338432154911379,1.74198438357275,0.53166243675805,8.58343082545233,1.07958471226836,0.000534843073751629,0.211463866920879,0.00708283138021882,0.211463866920879,WBGene00022642,lipl-5
970,971,ZK622.3c.14,0.00288634379526597,0.0627839165260374,1.34666948343476,0.45196468683806607,6.1175641791630495,0.36878887385580705,0.0583882485265633,0.0948158100849099,0.0241281853560352,0.0948158100849099,WBGene00022781,pmt-1
512,513,ZK622.3d.1,0.000484800593446612,0.0200225027588595,1.1597889844840301,0.33241140279879805,8.156255241726559,0.183042197203064,0.00522625378912903,0.0776467517438694,0.007697406861660159,0.0776467517438694,WBGene00022781,pmt-1
971,972,ZK622.3d.7,0.00288634379526597,0.0627839165260374,1.34666948343476,0.45196468683806607,6.1175641791630495,0.36878887385580705,0.0583882485265633,0.0948158100849099,0.0241281853560352,0.0948158100849099,WBGene00022781,pmt-1
1263,1264,ZK652.3.1,0.00547750910506396,0.0916226068104171,0.411213290642974,0.148050404208194,7.11698341900012,0.043096534071792,0.00435893395711118,-0.0017106350659154,0.0120802576825461,0.0120802576825461,WBGene00044324,ufm-1
88,89,ZK652.4.2,4.848107791050379e-07,0.000115172520254133,0.51929330811421,0.103193506077771,9.78930806263675,0.0284135851940209,9.92624277240024e-05,0.00425397463057168,0.0078874123447432,0.0078874123447432,WBGene00004449,rpl-35
812,813,ZK662.3b,0.0019206416939440301,0.0499484961070832,-0.538561334484701,0.17360419153466103,6.59317116102905,0.0430342270403115,0.0053703091233122,0.0158690766838372,0.0172335023654902,0.0172335023654902,WBGene00003638,nhr-48
350,351,ZK673.1b,0.00012134442426658799,0.00730935943666228,2.32724777180909,0.605518917172425,3.7653281304990696,1.03433927058945,0.0520978449915126,0.222892024298737,0.118915290992998,0.222892024298737,WBGene00014057,ZK673.1
298,299,ZK721.2,6.69272114345988e-05,0.0047933051349908105,-0.7824128279682792,0.196243292103238,8.62322881385615,0.698256519110232,0.000241075523918348,0.0286424967477192,0.007050550989310379,0.0286424967477192,WBGene00006764,unc-27
623,624,ZK75.2,0.0008833364544510481,0.0299301004109912,-3.0964412576485003,0.931185530434606,3.24338688571773,2.17003916675057,0.127276141411756,0.523053727656328,0.17515620909299304,0.523053727656328,WBGene00002085,ins-2
426,427,ZK783.1g,0.000286949522981139,0.0142083694716399,-7.09407981456463,1.95601342657083,2.47423816777497,5.52934536550761,2.28112826181495,0.588363131879066,0.32202075289129806,0.588363131879066,WBGene00022816,fbn-1
1158,1159,ZK783.1j,0.00447925698325985,0.0817126232934107,-3.67781520806539,1.29396795075575,1.69049851098818,2.3925019190402703,0.6479285837073929,-0.522804903838599,0.6078362094798879,0.6078362094798879,WBGene00022816,fbn-1
1108,1109,ZK783.4,0.00398486510771466,0.0759711478560965,-0.367246554520167,0.127544624871406,7.210269731029099,0.0254772364403815,0.000776109943171503,0.00538697711432008,0.0114246135570193,0.0114246135570193,WBGene00001470,flt-1
937,938,ZK795.3,0.0025997657370967803,0.05865165017509599,0.38150823687352703,0.126684585533066,7.24135258144248,0.0348999461631514,0.000811787625150353,0.00551130120322875,0.0112249505336131,0.0112249505336131,WBGene00014083,ZK795.3
432,433,ZK813.5,0.000292632594426505,0.0142889860137635,-4.05610027162817,1.1199325936142,1.45815002446569,1.9130837683049597,0.206629044242491,-0.0298616647896502,0.734057716437078,0.734057716437078,WBGene00022824,ZK813.5
985,986,ZK813.7.2,0.00300936337011282,0.0645303952680479,0.9738958804361991,0.328266984475313,8.5866847390852,0.265338408077576,0.00025698942351829303,0.0805624203988685,0.00708003987719092,0.0805624203988685,WBGene00045394,ZK813.7
43,44,ZK829.4.1,5.1343133845220996e-08,2.46715427020343e-05,0.618815918416857,0.113615184849563,9.91579163762527,0.0640027296182081,0.000466164292895755,0.00921514337840455,0.00820772879652896,0.00921514337840455,WBGene00014095,gdh-1
386,387,ZK84.1,0.00019266612188541398,0.0105259426744788,-2.1706076172524598,0.5821752803373481,3.80925726125071,0.55738030390516,0.0327120445632068,0.22148399821369602,0.11530420523823101,0.22148399821369602,WBGene00022649,ZK84.1
575,576,ZK863.8,0.0007007595565603071,0.0257224987922822,-1.54414000578226,0.45559504882840296,4.25098909563998,0.6390994263862709,0.0234238719653006,0.132251264422416,0.0849746814686228,0.132251264422416,WBGene00014125,ZK863.8
677,678,ZK896.7,0.00118265968112991,0.0368804920916368,1.2021105043498002,0.370675168675968,6.67210584114928,0.404160582308262,0.0016712066764619,0.101378853828256,0.0163130394245566,0.101378853828256,WBGene00014138,clec-186
251,252,ZK909.4,3.68687761547397e-05,0.00310092992319338,-1.53797215958671,0.37272660786870704,4.57618073737371,0.6077239713420279,0.0146192042583344,0.0895746389016504,0.0680749017830748,0.0895746389016504,WBGene00000469,ces-2
1201,1202,ZK973.10.1,0.00487094465006005,0.0856855391840137,0.324737909331191,0.115341514660881,7.6730662086024495,0.0288455244311921,0.000865644087055595,0.0085025856046471,0.00911210466614408,0.00911210466614408,WBGene00003061,lpd-5
