#Summary of results from all benchmarks
NoAnnotations,Threshold,Method,EnrichmentSetUsed,TissuesTested,GenesSubmitted,TissuesReturned,GenesUsed,AvgFold,AvgQ
25,0.9,any,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,537,454,92,-4401,6.182866918388586,0.0031863160483493686
25,0.9,any,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,537,570,2,-4304,4.222955375056695,0.0083365689812789
25,0.9,any,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,537,229,1,-4784,4.838632560363376,0.015483478604154976
25,0.9,any,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,537,466,154,-4405,4.7514486055763205,0.013674876975796037
25,0.9,any,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,537,1230,104,-3422,2.6698345957466136,0.007920737791046661
25,0.9,any,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,537,528,6,-4358,4.136882302431018,0.0045351571953318745
25,0.9,any,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,537,361,83,-4539,4.861625719840557,0.005823917619330168
25,0.9,any,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,537,132,33,-4877,8.64022534258221,0.0077337113447576685
25,0.9,any,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,537,974,17,-3813,4.233868648985692,0.00523624321388641
25,0.9,any,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,537,734,131,-4134,3.9362096553026102,0.015148683367761916
25,0.9,any,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,537,1250,5,-3498,2.0426535361514953,0.0009667636372492902
25,0.9,any,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,537,886,14,-3888,2.878657918801159,0.02840284455937389
25,0.9,any,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,537,946,4,-3917,1.98754947590567,9.976694096205562e-05
25,0.9,any,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,537,598,0,-4279,nan,nan
25,0.9,any,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,537,878,1,-3901,3.177726606656898,0.038416543532199206
25,0.9,any,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,537,198,16,-4778,7.145148540114153,0.007418902621468425
25,0.9,any,WBPaper00040420_FLP_enriched_WBbt_0006828_288,537,288,35,-4667,5.639238489770139,0.015408159277990599
25,0.9,any,WBPaper00044760_germline_specific_WBbt_0005784_2510,537,2510,145,-1998,2.470171886765124,0.024590414146888832
25,0.9,any,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,537,2743,10,-1835,2.170427731197668,0.007577256766427632
25,0.9,avg,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,537,25,222,-5025,16.948247029185726,0.012724608665868095
25,0.9,avg,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,537,329,90,-4599,4.563844399982574,0.02035703986403992
25,0.9,avg,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,537,247,84,-4679,5.008255780890153,0.004794144323868621
25,0.9,avg,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,537,1970,8,-2458,1.2556700779124705,0.010156249357090648
25,0.9,avg,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,537,761,14,-3968,2.623201733449563,0.0035050483725480334
25,0.9,avg,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,537,918,13,-3785,2.3177449364927174,0.004460061889429503
25,0.9,avg,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,537,1285,13,-3286,2.269632583101809,0.00040109031351993397
25,0.9,avg,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,537,1603,146,-2740,2.800746545322232,0.0024775192356844777
25,0.9,avg,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,537,2180,367,-1892,1.9522767022035536,0.007245354280538047
25,0.9,avg,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,537,1013,143,-3670,3.714005482795948,0.002452382267253878
25,0.9,avg,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,537,534,21,-4364,5.152833987943798,0.007629646027232488
25,0.9,avg,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,537,454,92,-4401,6.182866918388586,0.0031863160483493686
25,0.9,avg,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,537,570,2,-4304,4.222955375056695,0.0083365689812789
25,0.9,avg,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,537,229,1,-4784,4.838632560363376,0.015483478604154976
25,0.9,avg,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,537,466,154,-4405,4.7514486055763205,0.013674876975796037
25,0.9,avg,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,537,1230,104,-3422,2.6698345957466136,0.007920737791046661
25,0.9,avg,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,537,528,6,-4358,4.136882302431018,0.0045351571953318745
25,0.9,avg,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,537,361,83,-4539,4.861625719840557,0.005823917619330168
25,0.9,avg,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,537,132,33,-4877,8.64022534258221,0.0077337113447576685
25,0.9,avg,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,537,974,17,-3813,4.233868648985692,0.00523624321388641
25,0.9,avg,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,537,734,131,-4134,3.9362096553026102,0.015148683367761916
25,0.9,avg,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,537,1250,5,-3498,2.0426535361514953,0.0009667636372492902
25,0.9,avg,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,537,886,14,-3888,2.878657918801159,0.02840284455937389
25,0.9,avg,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,537,946,4,-3917,1.98754947590567,9.976694096205562e-05
25,0.9,avg,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,537,598,0,-4279,nan,nan
25,0.9,avg,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,537,878,1,-3901,3.177726606656898,0.038416543532199206
25,0.9,avg,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,537,198,16,-4778,7.145148540114153,0.007418902621468425
25,0.9,avg,WBPaper00040420_FLP_enriched_WBbt_0006828_288,537,288,35,-4667,5.639238489770139,0.015408159277990599
25,0.9,avg,WBPaper00044760_germline_specific_WBbt_0005784_2510,537,2510,145,-1998,2.470171886765124,0.024590414146888832
25,0.9,avg,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,537,2743,10,-1835,2.170427731197668,0.007577256766427632
25,0.96,any,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,570,25,227,-5025,16.78611528780058,0.01322006889387952
25,0.96,any,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,570,329,94,-4599,4.54245220959026,0.01934558056121287
25,0.96,any,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,570,247,94,-4679,4.951277354453054,0.004081423781045427
25,0.96,any,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,570,1970,9,-2458,1.2561136745063497,0.00847881476502365
25,0.96,any,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,570,761,17,-3968,2.78944407520422,0.006549670376432245
25,0.96,any,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,570,918,14,-3785,2.5607917276201713,0.003181332939105507
25,0.96,any,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,570,1285,15,-3286,2.4294816969529553,0.0006608105750115384
25,0.96,any,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,570,1603,162,-2740,2.758033996113189,0.003366793111725679
25,0.96,any,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,570,2180,382,-1892,1.935567849906973,0.007501393212511475
25,0.96,any,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,570,1013,153,-3670,3.6768323939744825,0.002285590347225871
25,0.96,any,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,570,534,27,-4364,5.008516470947633,0.008717076489483786
25,0.96,any,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,570,454,96,-4401,6.000127521096424,0.0035983875342559903
25,0.96,any,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,570,570,2,-4304,4.222955375056695,0.008850787254890495
25,0.96,any,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,570,229,1,-4784,4.838632560363376,0.016438534293757058
25,0.96,any,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,570,466,172,-4405,4.553640167719038,0.013889421801341801
25,0.96,any,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,570,1230,115,-3422,2.614597707445839,0.00966160599033487
25,0.96,any,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,570,528,10,-4358,3.8852681289452575,0.006896082255470995
25,0.96,any,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,570,361,93,-4539,4.737125648912462,0.004853181969511938
25,0.96,any,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,570,132,38,-4877,7.928428198907936,0.01018222193048793
25,0.96,any,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,570,974,17,-3813,4.234824059673078,0.005714208154752495
25,0.96,any,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,570,734,132,-4134,3.9288054688237244,0.014688931862016858
25,0.96,any,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,570,1250,6,-3498,2.0211642715792375,0.0007115116768824629
25,0.96,any,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,570,886,14,-3888,2.878657918801159,0.030154795719110974
25,0.96,any,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,570,946,4,-3917,1.98754947590567,0.00010592078965691141
25,0.96,any,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,570,598,0,-4279,nan,nan
25,0.96,any,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,570,878,1,-3901,3.177726606656898,0.04078616210521336
25,0.96,any,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,570,198,22,-4778,5.979684576434163,0.0076276220111545215
25,0.96,any,WBPaper00040420_FLP_enriched_WBbt_0006828_288,570,288,42,-4667,5.109818198301671,0.012859361090900714
25,0.96,any,WBPaper00044760_germline_specific_WBbt_0005784_2510,570,2510,136,-1998,2.501943462595613,0.024590399462942763
25,0.96,any,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,570,2743,12,-1835,2.3508977398810518,0.0060244510356372355
25,0.96,avg,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,570,25,227,-5025,16.78611528780058,0.01322006889387952
25,0.96,avg,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,570,329,94,-4599,4.54245220959026,0.01934558056121287
25,0.96,avg,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,570,247,94,-4679,4.951277354453054,0.004081423781045427
25,0.96,avg,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,570,1970,9,-2458,1.2561136745063497,0.00847881476502365
25,0.96,avg,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,570,761,17,-3968,2.78944407520422,0.006549670376432245
25,0.96,avg,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,570,918,14,-3785,2.5607917276201713,0.003181332939105507
25,0.96,avg,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,570,1285,15,-3286,2.4294816969529553,0.0006608105750115384
25,0.96,avg,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,570,1603,162,-2740,2.758033996113189,0.003366793111725679
25,0.96,avg,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,570,2180,382,-1892,1.935567849906973,0.007501393212511475
25,0.96,avg,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,570,1013,153,-3670,3.6768323939744825,0.002285590347225871
25,0.96,avg,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,570,534,27,-4364,5.008516470947633,0.008717076489483786
25,0.96,avg,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,570,454,96,-4401,6.000127521096424,0.0035983875342559903
25,0.96,avg,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,570,570,2,-4304,4.222955375056695,0.008850787254890495
25,0.96,avg,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,570,229,1,-4784,4.838632560363376,0.016438534293757058
25,0.96,avg,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,570,466,172,-4405,4.553640167719038,0.013889421801341801
25,0.96,avg,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,570,1230,115,-3422,2.614597707445839,0.00966160599033487
25,0.96,avg,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,570,528,10,-4358,3.8852681289452575,0.006896082255470995
25,0.96,avg,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,570,361,93,-4539,4.737125648912462,0.004853181969511938
25,0.96,avg,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,570,132,38,-4877,7.928428198907936,0.01018222193048793
25,0.96,avg,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,570,974,17,-3813,4.234824059673078,0.005714208154752495
25,0.96,avg,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,570,734,132,-4134,3.9288054688237244,0.014688931862016858
25,0.96,avg,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,570,1250,6,-3498,2.0211642715792375,0.0007115116768824629
25,0.96,avg,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,570,886,14,-3888,2.878657918801159,0.030154795719110974
25,0.96,avg,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,570,946,4,-3917,1.98754947590567,0.00010592078965691141
25,0.96,avg,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,570,598,0,-4279,nan,nan
25,0.96,avg,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,570,878,1,-3901,3.177726606656898,0.04078616210521336
25,0.96,avg,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,570,198,22,-4778,5.979684576434163,0.0076276220111545215
25,0.96,avg,WBPaper00040420_FLP_enriched_WBbt_0006828_288,570,288,42,-4667,5.109818198301671,0.012859361090900714
25,0.96,avg,WBPaper00044760_germline_specific_WBbt_0005784_2510,570,2510,136,-1998,2.501943462595613,0.024590399462942763
25,0.96,avg,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,570,2743,12,-1835,2.3508977398810518,0.0060244510356372355
25,1.0,any,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,676,25,262,-5025,15.893022154945626,0.015451808428056754
25,1.0,any,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,676,329,89,-4599,4.563265020872303,0.019749722935414823
25,1.0,any,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,676,247,126,-4679,4.7161724883472065,0.005469829258123896
25,1.0,any,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,676,1970,8,-2458,1.2637344239040316,0.005162798980448164
25,1.0,any,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,676,761,14,-3968,2.9101010154922524,0.0015690474936385986
25,1.0,any,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,676,918,12,-3785,2.681671794662325,0.00036386122449976794
25,1.0,any,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,676,1285,14,-3286,2.472593222604804,0.0009023315658868667
25,1.0,any,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,676,1603,252,-2740,2.770177762103257,0.0027475820660024077
25,1.0,any,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,676,2180,412,-1892,1.9305997247644129,0.007589452138661374
25,1.0,any,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,676,1013,245,-3670,3.7496530952176155,0.001888266555451831
25,1.0,any,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,676,534,38,-4364,4.841472240376251,0.007386571247182983
25,1.0,any,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,676,454,174,-4401,6.444230687350439,0.003307921667491494
25,1.0,any,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,676,570,5,-4304,3.1119298116774288,0.02218650990394692
25,1.0,any,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,676,229,2,-4784,4.894249026574449,0.0162651554343896
25,1.0,any,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,676,466,271,-4405,5.185712991201353,0.011097656895591796
25,1.0,any,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,676,1230,191,-3422,2.8444118598674586,0.0071576738800791595
25,1.0,any,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,676,528,13,-4358,4.496134902411739,0.006649741503122744
25,1.0,any,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,676,361,127,-4539,4.576656664214999,0.004506048317576722
25,1.0,any,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,676,132,34,-4877,8.26091386913408,0.009085978586976252
25,1.0,any,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,676,974,17,-3813,4.234824059673078,0.006780592070956307
25,1.0,any,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,676,734,134,-4134,3.904913281694659,0.01645683891903006
25,1.0,any,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,676,1250,7,-3498,1.9966286905933983,0.0006197318835388577
25,1.0,any,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,676,886,15,-3888,2.6822509225530804,0.023264407119821702
25,1.0,any,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,676,946,6,-3917,1.6939948591645153,0.0008275692736506839
25,1.0,any,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,676,598,0,-4279,nan,nan
25,1.0,any,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,676,878,2,-3901,3.177726606656898,0.04839766418822853
25,1.0,any,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,676,198,34,-4778,6.496604774719371,0.0072257676599013785
25,1.0,any,WBPaper00040420_FLP_enriched_WBbt_0006828_288,676,288,66,-4667,5.515305883800344,0.01208098183302968
25,1.0,any,WBPaper00044760_germline_specific_WBbt_0005784_2510,676,2510,133,-1998,2.5050193917778083,0.027081445967972257
25,1.0,any,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,676,2743,12,-1835,2.3643549024658492,0.003522165085256887
25,1.0,avg,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,676,25,262,-5025,15.893022154945626,0.015451808428056754
25,1.0,avg,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,676,329,89,-4599,4.563265020872303,0.019749722935414823
25,1.0,avg,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,676,247,126,-4679,4.7161724883472065,0.005469829258123896
25,1.0,avg,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,676,1970,8,-2458,1.2637344239040316,0.005162798980448164
25,1.0,avg,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,676,761,14,-3968,2.9101010154922524,0.0015690474936385986
25,1.0,avg,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,676,918,12,-3785,2.681671794662325,0.00036386122449976794
25,1.0,avg,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,676,1285,14,-3286,2.472593222604804,0.0009023315658868667
25,1.0,avg,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,676,1603,252,-2740,2.770177762103257,0.0027475820660024077
25,1.0,avg,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,676,2180,412,-1892,1.9305997247644129,0.007589452138661374
25,1.0,avg,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,676,1013,245,-3670,3.7496530952176155,0.001888266555451831
25,1.0,avg,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,676,534,38,-4364,4.841472240376251,0.007386571247182983
25,1.0,avg,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,676,454,174,-4401,6.444230687350439,0.003307921667491494
25,1.0,avg,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,676,570,5,-4304,3.1119298116774288,0.02218650990394692
25,1.0,avg,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,676,229,2,-4784,4.894249026574449,0.0162651554343896
25,1.0,avg,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,676,466,271,-4405,5.185712991201353,0.011097656895591796
25,1.0,avg,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,676,1230,191,-3422,2.8444118598674586,0.0071576738800791595
25,1.0,avg,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,676,528,13,-4358,4.496134902411739,0.006649741503122744
25,1.0,avg,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,676,361,127,-4539,4.576656664214999,0.004506048317576722
25,1.0,avg,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,676,132,34,-4877,8.26091386913408,0.009085978586976252
25,1.0,avg,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,676,974,17,-3813,4.234824059673078,0.006780592070956307
25,1.0,avg,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,676,734,134,-4134,3.904913281694659,0.01645683891903006
25,1.0,avg,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,676,1250,7,-3498,1.9966286905933983,0.0006197318835388577
25,1.0,avg,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,676,886,15,-3888,2.6822509225530804,0.023264407119821702
25,1.0,avg,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,676,946,6,-3917,1.6939948591645153,0.0008275692736506839
25,1.0,avg,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,676,598,0,-4279,nan,nan
25,1.0,avg,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,676,878,2,-3901,3.177726606656898,0.04839766418822853
25,1.0,avg,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,676,198,34,-4778,6.496604774719371,0.0072257676599013785
25,1.0,avg,WBPaper00040420_FLP_enriched_WBbt_0006828_288,676,288,66,-4667,5.515305883800344,0.01208098183302968
25,1.0,avg,WBPaper00044760_germline_specific_WBbt_0005784_2510,676,2510,133,-1998,2.5050193917778083,0.027081445967972257
25,1.0,avg,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,676,2743,12,-1835,2.3643549024658492,0.003522165085256887
50,0.9,any,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,158,25,32,-5025,9.567762622983526,0.031076801283864287
50,0.9,any,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,158,329,13,-4599,2.868746259248091,0.007250128203233576
50,0.9,any,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,158,247,62,-4679,3.679042228715611,0.006394570139982314
50,0.9,any,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,158,1970,8,-2458,1.2556700779124705,0.002961448410665684
50,0.9,any,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,158,761,13,-3968,2.601001001393389,6.564200218543616e-06
50,0.9,any,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,158,918,13,-3785,2.3177449364927174,0.0013005040275719673
50,0.9,any,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,158,1285,13,-3286,2.269632583101809,0.00011695343721328914
50,0.9,any,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,158,1603,82,-2740,2.621245953578999,0.000909146366582786
50,0.9,any,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,158,2180,97,-1892,1.5712801768388198,0.005039414006944771
50,0.9,any,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,158,1013,78,-3670,3.3494407790405556,0.0010033608662032378
50,0.9,any,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,158,534,12,-4364,3.397907744941156,0.00698941476516386
50,0.9,any,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,158,454,50,-4401,4.531051847882925,0.0020689740011308848
50,0.9,any,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,158,570,8,-4304,2.0560286711521294,0.024502716530553994
50,0.9,any,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,158,229,1,-4784,4.838632560363376,0.004514808714482572
50,0.9,any,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,158,466,72,-4405,3.524725143812846,0.004649333973788331
50,0.9,any,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,158,1230,68,-3422,2.204908489808448,0.0029147397008958144
50,0.9,any,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,158,528,5,-4358,3.331300774856987,0.00563538700458374
50,0.9,any,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,158,361,61,-4539,3.3807439219672455,0.006690964345110535
50,0.9,any,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,158,132,30,-4877,5.260311515208257,0.007708286878967913
50,0.9,any,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,158,974,5,-3813,1.8063891139200645,0.016076860444853555
50,0.9,any,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,158,734,8,-4134,2.6461015588577252,0.010559677967763697
50,0.9,any,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,158,1250,5,-3498,2.0426535361514953,0.00028189743441287706
50,0.9,any,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,158,886,5,-3888,1.9670196623092298,0.007438575411746544
50,0.9,any,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,158,946,4,-3917,1.9875494759056702,2.909092110295454e-05
50,0.9,any,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,158,598,0,-4279,nan,nan
50,0.9,any,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,158,878,1,-3901,3.177726606656898,0.01120183325424874
50,0.9,any,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,158,198,14,-4778,6.570179013401316,0.0029338037795607415
50,0.9,any,WBPaper00040420_FLP_enriched_WBbt_0006828_288,158,288,31,-4667,4.747228183166293,0.009731926208194379
50,0.9,any,WBPaper00044760_germline_specific_WBbt_0005784_2510,158,2510,4,-1998,2.347425325236077,6.160217853553946e-07
