#Summary of results from all benchmarks
NoAnnotations,Threshold,Method,EnrichmentSetUsed,TissuesTested,GenesSubmitted,TissuesReturned,GenesUsed,AvgFold,AvgQ
50,0.9,any,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,158,2743,12,-1835,2.0199882271362544,0.008376831221825014
50,0.9,avg,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,158,25,32,-5025,9.567762622983526,0.031076801283864287
50,0.9,avg,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,158,329,13,-4599,2.868746259248091,0.007250128203233576
50,0.9,avg,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,158,247,62,-4679,3.679042228715611,0.006394570139982314
50,0.9,avg,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,158,1970,8,-2458,1.2556700779124705,0.002961448410665684
50,0.9,avg,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,158,761,13,-3968,2.601001001393389,6.564200218543616e-06
50,0.9,avg,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,158,918,13,-3785,2.3177449364927174,0.0013005040275719673
50,0.9,avg,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,158,1285,13,-3286,2.269632583101809,0.00011695343721328914
50,0.9,avg,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,158,1603,82,-2740,2.621245953578999,0.000909146366582786
50,0.9,avg,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,158,2180,97,-1892,1.5712801768388198,0.005039414006944771
50,0.9,avg,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,158,1013,78,-3670,3.3494407790405556,0.0010033608662032378
50,0.9,avg,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,158,534,12,-4364,3.397907744941156,0.00698941476516386
50,0.9,avg,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,158,454,50,-4401,4.531051847882925,0.0020689740011308848
50,0.9,avg,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,158,570,8,-4304,2.0560286711521294,0.024502716530553994
50,0.9,avg,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,158,229,1,-4784,4.838632560363376,0.004514808714482572
50,0.9,avg,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,158,466,72,-4405,3.524725143812846,0.004649333973788331
50,0.9,avg,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,158,1230,68,-3422,2.204908489808448,0.0029147397008958144
50,0.9,avg,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,158,528,5,-4358,3.331300774856987,0.00563538700458374
50,0.9,avg,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,158,361,61,-4539,3.3807439219672455,0.006690964345110535
50,0.9,avg,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,158,132,30,-4877,5.260311515208257,0.007708286878967913
50,0.9,avg,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,158,974,5,-3813,1.8063891139200645,0.016076860444853555
50,0.9,avg,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,158,734,8,-4134,2.6461015588577252,0.010559677967763697
50,0.9,avg,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,158,1250,5,-3498,2.0426535361514953,0.00028189743441287706
50,0.9,avg,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,158,886,5,-3888,1.9670196623092298,0.007438575411746544
50,0.9,avg,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,158,946,4,-3917,1.9875494759056702,2.909092110295454e-05
50,0.9,avg,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,158,598,0,-4279,nan,nan
50,0.9,avg,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,158,878,1,-3901,3.177726606656898,0.01120183325424874
50,0.9,avg,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,158,198,14,-4778,6.570179013401316,0.0029338037795607415
50,0.9,avg,WBPaper00040420_FLP_enriched_WBbt_0006828_288,158,288,31,-4667,4.747228183166293,0.009731926208194379
50,0.9,avg,WBPaper00044760_germline_specific_WBbt_0005784_2510,158,2510,4,-1998,2.347425325236077,6.160217853553946e-07
50,0.9,avg,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,158,2743,12,-1835,2.0199882271362544,0.008376831221825014
50,0.96,any,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,189,25,38,-5025,9.118173617918627,0.03333026593179458
50,0.96,any,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,189,329,17,-4599,3.149306651369294,0.005027898814689773
50,0.96,any,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,189,247,71,-4679,3.5745708400644443,0.004245492871006808
50,0.96,any,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,189,1970,9,-2458,1.2561136745063497,0.002791440776513067
50,0.96,any,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,189,761,16,-3968,2.470078797405836,0.0033342383708826226
50,0.96,any,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,189,918,14,-3785,2.281665387818714,0.003914022210176299
50,0.96,any,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,189,1285,14,-3286,2.2482395920464397,0.00025023896771886317
50,0.96,any,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,189,1603,96,-2740,2.5552593434174664,0.0007977415386820136
50,0.96,any,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,189,2180,107,-1892,1.5506938566735589,0.005454809457080231
50,0.96,any,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,189,1013,93,-3670,3.2570521344645753,0.0013351362614989683
50,0.96,any,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,189,534,15,-4364,3.238917485030701,0.0074217338108617
50,0.96,any,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,189,454,59,-4401,4.3592067103764816,0.001777015865520899
50,0.96,any,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,189,570,5,-4304,2.43867021431916,0.014924199787846874
50,0.96,any,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,189,229,1,-4784,4.838632560363376,0.005411982241078469
50,0.96,any,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,189,466,85,-4405,3.4246021977629417,0.004553388527800944
50,0.96,any,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,189,1230,78,-3422,2.1568983509509443,0.002869943220385227
50,0.96,any,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,189,528,9,-4358,3.6079407791901295,0.002497881795578147
50,0.96,any,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,189,361,75,-4539,3.2022817594833834,0.008035791348742948
50,0.96,any,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,189,132,37,-4877,4.890089928883973,0.009875644839569602
50,0.96,any,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,189,974,6,-3813,1.9806225147209913,0.013191683319707303
50,0.96,any,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,189,734,10,-4134,2.5286861791467237,0.008052427391919867
50,0.96,any,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,189,1250,6,-3498,2.0211642715792375,0.00023424768235390941
50,0.96,any,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,189,886,5,-3888,1.9670196623092298,0.008916753858952587
50,0.96,any,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,189,946,4,-3917,1.98754947590567,3.487180927084935e-05
50,0.96,any,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,189,598,1,-4279,2.1666258869586494,4.487666733392829e-05
50,0.96,any,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,189,878,1,-3901,3.177726606656898,0.013427838580413553
50,0.96,any,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,189,198,22,-4778,5.07395495855551,0.009157466539948025
50,0.96,any,WBPaper00040420_FLP_enriched_WBbt_0006828_288,189,288,40,-4667,4.248780175749756,0.009168194435001348
50,0.96,any,WBPaper00044760_germline_specific_WBbt_0005784_2510,189,2510,5,-1998,2.57785199967998,0.006704300935999444
50,0.96,any,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,189,2743,15,-1835,2.14730314659351,0.005658659742118865
50,0.96,avg,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,189,25,38,-5025,9.118173617918627,0.03333026593179458
50,0.96,avg,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,189,329,17,-4599,3.149306651369294,0.005027898814689773
50,0.96,avg,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,189,247,71,-4679,3.5745708400644443,0.004245492871006808
50,0.96,avg,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,189,1970,9,-2458,1.2561136745063497,0.002791440776513067
50,0.96,avg,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,189,761,16,-3968,2.470078797405836,0.0033342383708826226
50,0.96,avg,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,189,918,14,-3785,2.281665387818714,0.003914022210176299
50,0.96,avg,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,189,1285,14,-3286,2.2482395920464397,0.00025023896771886317
50,0.96,avg,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,189,1603,96,-2740,2.5552593434174664,0.0007977415386820136
50,0.96,avg,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,189,2180,107,-1892,1.5506938566735589,0.005454809457080231
50,0.96,avg,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,189,1013,93,-3670,3.2570521344645753,0.0013351362614989683
50,0.96,avg,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,189,534,15,-4364,3.238917485030701,0.0074217338108617
50,0.96,avg,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,189,454,59,-4401,4.3592067103764816,0.001777015865520899
50,0.96,avg,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,189,570,5,-4304,2.43867021431916,0.014924199787846874
50,0.96,avg,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,189,229,1,-4784,4.838632560363376,0.005411982241078469
50,0.96,avg,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,189,466,85,-4405,3.4246021977629417,0.004553388527800944
50,0.96,avg,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,189,1230,78,-3422,2.1568983509509443,0.002869943220385227
50,0.96,avg,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,189,528,9,-4358,3.6079407791901295,0.002497881795578147
50,0.96,avg,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,189,361,75,-4539,3.2022817594833834,0.008035791348742948
50,0.96,avg,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,189,132,37,-4877,4.890089928883973,0.009875644839569602
50,0.96,avg,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,189,974,6,-3813,1.9806225147209913,0.013191683319707303
50,0.96,avg,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,189,734,10,-4134,2.5286861791467237,0.008052427391919867
50,0.96,avg,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,189,1250,6,-3498,2.0211642715792375,0.00023424768235390941
50,0.96,avg,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,189,886,5,-3888,1.9670196623092298,0.008916753858952587
50,0.96,avg,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,189,946,4,-3917,1.98754947590567,3.487180927084935e-05
50,0.96,avg,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,189,598,1,-4279,2.1666258869586494,4.487666733392829e-05
50,0.96,avg,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,189,878,1,-3901,3.177726606656898,0.013427838580413553
50,0.96,avg,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,189,198,22,-4778,5.07395495855551,0.009157466539948025
50,0.96,avg,WBPaper00040420_FLP_enriched_WBbt_0006828_288,189,288,40,-4667,4.248780175749756,0.009168194435001348
50,0.96,avg,WBPaper00044760_germline_specific_WBbt_0005784_2510,189,2510,5,-1998,2.57785199967998,0.006704300935999444
50,0.96,avg,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,189,2743,15,-1835,2.14730314659351,0.005658659742118865
50,1.0,any,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,234,25,53,-5025,8.55840520096165,0.03476401051348691
50,1.0,any,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,234,329,19,-4599,2.9524564356424143,0.008313463146736953
50,1.0,any,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,234,247,97,-4679,3.3723880456939046,0.007023590209363301
50,1.0,any,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,234,1970,11,-2458,1.3484759909474529,0.007413078790047976
50,1.0,any,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,234,761,17,-3968,2.4287743394056087,0.003655798302829735
50,1.0,any,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,234,918,15,-3785,2.2211064836712797,0.004223218747081322
50,1.0,any,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,234,1285,19,-3286,2.137292053422166,0.007942302835846926
50,1.0,any,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,234,1603,126,-2740,2.570222858793582,0.0005855037357755361
50,1.0,any,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,234,2180,134,-1892,1.5732173868395651,0.004910042651264976
50,1.0,any,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,234,1013,123,-3670,3.2709756510893606,0.0014646639411253833
50,1.0,any,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,234,534,22,-4364,3.268880511098675,0.006217118595412658
50,1.0,any,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,234,454,78,-4401,4.445090600270756,0.0012573803195082636
50,1.0,any,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,234,570,6,-4304,2.787900208467878,0.012039347181969353
50,1.0,any,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,234,229,2,-4784,4.894249026574449,0.005598688517475353
50,1.0,any,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,234,466,111,-4405,3.352844997017679,0.0049091887565385324
50,1.0,any,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,234,1230,107,-3422,2.123651969563378,0.003414099940960961
50,1.0,any,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,234,528,11,-4358,4.316707480331557,0.0020370200931040684
50,1.0,any,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,234,361,93,-4539,3.0980555752831984,0.007558264243036767
50,1.0,any,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,234,132,40,-4877,4.810604380527137,0.011976146203726269
50,1.0,any,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,234,974,6,-3813,1.9806225147209908,0.01636615256776521
50,1.0,any,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,234,734,12,-4134,2.5074581992482363,0.011014880164264431
50,1.0,any,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,234,1250,8,-3498,2.058933733460545,0.0015719914587705801
50,1.0,any,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,234,886,7,-3888,1.7170570769106261,0.0058038115277938744
50,1.0,any,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,234,946,6,-3917,1.6939948591645153,0.000284860640188366
50,1.0,any,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,234,598,1,-4279,2.1666258869586494,5.567586535546184e-05
50,1.0,any,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,234,878,2,-3901,3.177726606656898,0.016659136634523765
50,1.0,any,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,234,198,31,-4778,5.624462993004899,0.006018196116700034
50,1.0,any,WBPaper00040420_FLP_enriched_WBbt_0006828_288,234,288,52,-4667,4.665060010615592,0.007650596165776227
50,1.0,any,WBPaper00044760_germline_specific_WBbt_0005784_2510,234,2510,5,-1998,2.57785199967998,0.008317635385838882
50,1.0,any,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,234,2743,16,-1835,2.096417074015596,0.0028082330541918965
50,1.0,avg,WBPaper00013489_Ray_Enriched_WBbt_0006941_25,234,25,53,-5025,8.55840520096165,0.03476401051348691
50,1.0,avg,WBPaper00024505_pharyngeal_enriched_WBbt_0003681_329,234,329,19,-4599,2.9524564356424143,0.008313463146736953
50,1.0,avg,WBPaper00024970_GABAergic_neuron_specific_WBbt_0005190_247,234,247,97,-4679,3.3723880456939046,0.007023590209363301
50,1.0,avg,WBPaper00026980_intestine_enriched_WBbt_0005772_1970,234,1970,11,-2458,1.3484759909474529,0.007413078790047976
50,1.0,avg,WBPaper00031003_0hr_muscle_enriched_WBbt_0003675_761,234,761,17,-3968,2.4287743394056087,0.003655798302829735
50,1.0,avg,WBPaper00031003_24hr_muscle_enriched_WBbt_0003675_918,234,918,15,-3785,2.2211064836712797,0.004223218747081322
50,1.0,avg,WBPaper00031003_total_muscle_enriched_WBbt_0003675_1285,234,1285,19,-3286,2.137292053422166,0.007942302835846926
50,1.0,avg,WBPaper00031532_Larva_Pan_Neuronal_Enriched_WBbt_0003679_1603,234,1603,126,-2740,2.570222858793582,0.0005855037357755361
50,1.0,avg,WBPaper00036375_enriched_in_PVD_OLL_WBbt_0006831_2180,234,2180,134,-1892,1.5732173868395651,0.004910042651264976
50,1.0,avg,WBPaper00037950_all-neurons_larva_enriched_WBbt_0003679_1013,234,1013,123,-3670,3.2709756510893606,0.0014646639411253833
50,1.0,avg,WBPaper00037950_AVA-neuron_embryo_enriched_WBbt_0005842_534,234,534,22,-4364,3.268880511098675,0.006217118595412658
50,1.0,avg,WBPaper00037950_BAG-neuron_embryo_enriched_WBbt_0006825_454,234,454,78,-4401,4.445090600270756,0.0012573803195082636
50,1.0,avg,WBPaper00037950_coelomocytes_embryo_enriched_WBbt_0005751_570,234,570,6,-4304,2.787900208467878,0.012039347181969353
50,1.0,avg,WBPaper00037950_coelomocytes_larva_enriched_WBbt_0005751_229,234,229,2,-4784,4.894249026574449,0.005598688517475353
50,1.0,avg,WBPaper00037950_dopaminergic-neurons_embryo_enriched_WBbt_0006746_466,234,466,111,-4405,3.352844997017679,0.0049091887565385324
50,1.0,avg,WBPaper00037950_dopaminergic-neurons_larva_enriched_WBbt_0006746_1230,234,1230,107,-3422,2.123651969563378,0.003414099940960961
50,1.0,avg,WBPaper00037950_excretory-cell_larva_enriched_WBbt_0005812_528,234,528,11,-4358,4.316707480331557,0.0020370200931040684
50,1.0,avg,WBPaper00037950_GABAergic-motor-neurons_embryo_enriched_WBbt_0005190_361,234,361,93,-4539,3.0980555752831984,0.007558264243036767
50,1.0,avg,WBPaper00037950_GABAergic-motor-neurons_larva_enriched_WBbt_0005190_132,234,132,40,-4877,4.810604380527137,0.011976146203726269
50,1.0,avg,WBPaper00037950_germline-precursors_embryo_enriched_WBbt_0006849_974,234,974,6,-3813,1.9806225147209908,0.01636615256776521
50,1.0,avg,WBPaper00037950_hypodermis_embryo_enriched_WBbt_0005733_734,234,734,12,-4134,2.5074581992482363,0.011014880164264431
50,1.0,avg,WBPaper00037950_hypodermis_larva_enriched_WBbt_0005733_1250,234,1250,8,-3498,2.058933733460545,0.0015719914587705801
50,1.0,avg,WBPaper00037950_intestine_embryo_enriched_WBbt_0005772_886,234,886,7,-3888,1.7170570769106261,0.0058038115277938744
50,1.0,avg,WBPaper00037950_intestine_larva_enriched_WBbt_0005772_946,234,946,6,-3917,1.6939948591645153,0.000284860640188366
50,1.0,avg,WBPaper00037950_pharyngeal-muscle_embryo_enriched_WBbt_0005451_598,234,598,1,-4279,2.1666258869586494,5.567586535546184e-05
50,1.0,avg,WBPaper00037950_PVD-OLL-neurons_larva_enriched_WBbt_0006831_878,234,878,2,-3901,3.177726606656898,0.016659136634523765
50,1.0,avg,WBPaper00040420_ALM_PLM_enriched_WBbt_0005406_198,234,198,31,-4778,5.624462993004899,0.006018196116700034
50,1.0,avg,WBPaper00040420_FLP_enriched_WBbt_0006828_288,234,288,52,-4667,4.665060010615592,0.007650596165776227
50,1.0,avg,WBPaper00044760_germline_specific_WBbt_0005784_2510,234,2510,5,-1998,2.57785199967998,0.008317635385838882
50,1.0,avg,WBPaper00045521_Spermatogenic_WBbt_0005784_2743,234,2743,16,-1835,2.096417074015596,0.0028082330541918965
